time, value
646795, 1873
646799, 1874
646803, 1875
646807, 1873
646811, 1874
646815, 1877
646819, 1878
646823, 1878
646827, 1879
646831, 1878
646835, 1876
646839, 1876
646843, 1875
646847, 1874
646851, 1877
646855, 1875
646859, 1875
646863, 1875
646867, 1874
646871, 1876
646875, 1877
646879, 1878
646883, 1874
646887, 1875
646891, 1875
646895, 1873
646899, 1877
646903, 1875
646907, 1878
646911, 1875
646915, 1877
646919, 1874
646923, 1875
646927, 1878
646931, 1875
646935, 1877
646939, 1882
646943, 1875
646947, 1874
646951, 1875
646955, 1873
646959, 1878
646963, 1875
646967, 1877
646971, 1875
646975, 1872
646979, 1877
646983, 1875
646987, 1876
646991, 1879
646995, 1875
646999, 1876
647003, 1876
647007, 1878
647011, 1876
647015, 1874
647019, 1875
647023, 1877
647027, 1872
647031, 1875
647035, 1877
647039, 1875
647043, 1875
647047, 1877
647051, 1874
647055, 1874
647059, 1874
647063, 1877
647067, 1873
647071, 1874
647075, 1875
647079, 1886
647083, 1873
647087, 1879
647091, 1874
647095, 1874
647099, 1876
647103, 1876
647107, 1873
647111, 1879
647115, 1873
647119, 1875
647123, 1879
647127, 1876
647131, 1872
647135, 1877
647139, 1878
647143, 1878
647147, 1879
647151, 1876
647155, 1876
647159, 1875
647163, 1877
647167, 1877
647171, 1877
647175, 1875
647179, 1874
647183, 1878
647187, 1875
647191, 1878
647195, 1875
647199, 1877
647203, 1878
647207, 1878
647211, 1879
647215, 1878
647219, 1879
647223, 1878
647227, 1877
647231, 1875
647235, 1877
647239, 1879
647243, 1877
647247, 1875
647251, 1875
647255, 1875
647259, 1875
647263, 1874
647267, 1877
647271, 1878
647275, 1873
647279, 1874
647283, 1876
647287, 1875
647291, 1875
647295, 1872
647299, 1873
647303, 1877
647307, 1872
647311, 1872
647315, 1875
647319, 1877
647323, 1878
647327, 1875
647331, 1874
647335, 1875
647339, 1878
647343, 1882
647347, 1877
647351, 1875
647355, 1877
647359, 1878
647363, 1879
647367, 1874
647371, 1873
647375, 1874
647379, 1878
647383, 1877
647387, 1879
647391, 1877
647395, 1873
647399, 1875
647403, 1879
647407, 1875
647411, 1878
647415, 1876
647419, 1877
647423, 1877
647427, 1878
647431, 1875
647435, 1875
647439, 1880
647443, 1876
647447, 1872
647451, 1878
647455, 1875
647459, 1873
647463, 1875
647467, 1874
647471, 1878
647475, 1878
647479, 1876
647483, 1873
647487, 1874
647491, 1877
647495, 1876
647499, 1877
647503, 1873
647507, 1878
647511, 1875
647515, 1875
647519, 1877
647523, 1875
647527, 1873
647531, 1875
647535, 1877
647539, 1875
647543, 1878
647547, 1877
647551, 1879
647555, 1879
647559, 1877
647563, 1877
647567, 1872
647571, 1877
647575, 1874
647579, 1878
647583, 1874
647587, 1874
647591, 1876
647595, 1879
647599, 1877
647603, 1874
647607, 1879
647611, 1874
647615, 1872
647619, 1877
647623, 1875
647627, 1874
647631, 1883
647635, 1878
647639, 1875
647643, 1875
647647, 1878
647651, 1875
647655, 1874
647659, 1879
647663, 1881
647667, 1875
647671, 1877
647675, 1877
647679, 1877
647683, 1872
647687, 1872
647691, 1877
647695, 1878
647699, 1878
647703, 1875
647707, 1879
647711, 1876
647715, 1877
647719, 1877
647723, 1875
647727, 1875
647731, 1875
647735, 1877
647739, 1879
647743, 1877
647747, 1872
647751, 1877
647755, 1879
647759, 1875
647763, 1877
647767, 1873
647771, 1873
647775, 1878
647779, 1878
647783, 1876
647787, 1877
647791, 1878
647795, 1873
647799, 1878
647803, 1874
647807, 1875
647811, 1875
647815, 1875
647819, 1874
647823, 1879
647827, 1873
647831, 1876
647835, 1877
647839, 1877
647843, 1877
647847, 1874
647851, 1873
647855, 1877
647859, 1877
647863, 1875
647867, 1877
647871, 1881
647875, 1877
647879, 1875
647883, 1876
647887, 1875
647891, 1877
647895, 1880
647899, 1877
647903, 1878
647907, 1875
647911, 1874
647915, 1877
647919, 1875
647923, 1875
647927, 1879
647931, 1875
647935, 1872
647939, 1874
647943, 1878
647947, 1875
647951, 1874
647955, 1874
647959, 1879
647963, 1875
647967, 1872
647971, 1878
647975, 1873
647979, 1875
647983, 1876
647987, 1875
647991, 1874
647995, 1878
647999, 1875
648003, 1874
648007, 1878
648011, 1878
648015, 1877
648019, 1877
648023, 1875
648027, 1875
648031, 1875
648035, 1877
648039, 1875
648043, 1878
648047, 1872
648051, 1872
648055, 1878
648059, 1875
648063, 1876
648067, 1875
648071, 1872
648075, 1874
648079, 1873
648083, 1879
648087, 1874
648091, 1876
648095, 1875
648099, 1875
648103, 1875
648107, 1874
648111, 1883
648115, 1874
648119, 1873
648123, 1877
648127, 1875
648131, 1877
648135, 1875
648139, 1874
648143, 1877
648147, 1875
648151, 1877
648155, 1874
648159, 1883
648163, 1874
648167, 1877
648171, 1873
648175, 1877
648179, 1873
648183, 1876
648187, 1872
648191, 1874
648195, 1876
648199, 1875
648203, 1874
648207, 1875
648211, 1876
648215, 1874
648219, 1879
648223, 1875
648227, 1872
648231, 1875
648235, 1878
648239, 1875
648243, 1875
648247, 1877
648251, 1875
648255, 1879
648259, 1881
648263, 1873
648267, 1873
648271, 1878
648275, 1875
648279, 1874
648283, 1875
648287, 1876
648291, 1876
648295, 1877
648299, 1877
648303, 1873
648307, 1874
648311, 1876
648315, 1878
648319, 1879
648323, 1875
648327, 1873
648331, 1879
648335, 1875
648339, 1874
648343, 1875
648347, 1874
648351, 1878
648355, 1875
648359, 1874
648363, 1873
648367, 1875
648371, 1876
648375, 1873
648379, 1876
648383, 1872
648387, 1877
648391, 1873
648395, 1878
648399, 1873
648403, 1876
648407, 1872
648411, 1872
648415, 1873
648419, 1874
648423, 1878
648427, 1873
648431, 1873
648435, 1875
648439, 1874
648443, 1874
648447, 1875
648451, 1877
648455, 1876
648459, 1877
648463, 1881
648467, 1876
648471, 1874
648475, 1875
648479, 1875
648483, 1874
648487, 1876
648491, 1875
648495, 1874
648499, 1875
648503, 1876
648507, 1873
648511, 1874
648515, 1877
648519, 1877
648523, 1878
648527, 1873
648531, 1878
648535, 1872
648539, 1877
648543, 1879
648547, 1873
648551, 1875
648555, 1879
648559, 1876
648563, 1874
648567, 1873
648571, 1872
648575, 1874
648579, 1877
648583, 1875
648587, 1878
648591, 1875
648595, 1876
648599, 1872
648603, 1873
648607, 1872
648611, 1875
648615, 1875
648619, 1874
648623, 1872
648627, 1875
648631, 1872
648635, 1874
648639, 1877
648643, 1877
648647, 1877
648651, 1873
648655, 1878
648659, 1874
648663, 1877
648667, 1884
648671, 1875
648675, 1876
648679, 1877
648683, 1877
648687, 1875
648691, 1878
648695, 1873
648699, 1878
648703, 1878
648707, 1878
648711, 1875
648715, 1877
648719, 1879
648723, 1875
648727, 1874
648731, 1878
648735, 1877
648739, 1872
648743, 1874
648747, 1878
648751, 1877
648755, 1874
648759, 1877
648763, 1877
648767, 1873
648771, 1875
648775, 1874
648779, 1875
648783, 1877
648787, 1875
648791, 1874
648795, 1873
648799, 1877
648803, 1875
648807, 1876
648811, 1873
648815, 1875
648819, 1879
648823, 1874
648827, 1877
648831, 1874
648835, 1876
648839, 1873
648843, 1878
648847, 1878
648851, 1877
648855, 1873
648859, 1877
648863, 1877
648867, 1873
648871, 1876
648875, 1879
648879, 1873
648883, 1873
648887, 1875
648891, 1875
648895, 1878
648899, 1875
648903, 1875
648907, 1873
648911, 1875
648915, 1877
648919, 1872
648923, 1873
648927, 1875
648931, 1874
648935, 1878
648939, 1873
648943, 1875
648947, 1874
648951, 1878
648955, 1877
648959, 1875
648963, 1874
648967, 1877
648971, 1875
648975, 1877
648979, 1874
648983, 1877
648987, 1875
648991, 1875
648995, 1874
648999, 1878
649003, 1877
649007, 1881
649011, 1879
649015, 1873
649019, 1875
649023, 1875
649027, 1877
649031, 1880
649035, 1873
649039, 1874
649043, 1882
649047, 1873
649051, 1877
649055, 1875
649059, 1876
649063, 1874
649067, 1878
649071, 1879
649075, 1875
649079, 1876
649083, 1878
649087, 1877
649091, 1872
649095, 1874
649099, 1873
649103, 1877
649107, 1874
649111, 1875
649115, 1875
649119, 1878
649123, 1877
649127, 1872
649131, 1875
649135, 1875
649139, 1874
649143, 1877
649147, 1883
649151, 1877
649155, 1876
649159, 1876
649163, 1875
649167, 1875
649171, 1874
649175, 1877
649179, 1878
649183, 1873
649187, 1877
649191, 1877
649195, 1875
649199, 1877
649203, 1875
649207, 1874
649211, 1872
649215, 1875
649219, 1879
649223, 1877
649227, 1879
649231, 1875
649235, 1877
649239, 1877
649243, 1874
649247, 1875
649251, 1874
649255, 1877
649259, 1878
649263, 1879
649267, 1875
649271, 1874
649275, 1876
649279, 1875
649283, 1874
649287, 1874
649291, 1874
649295, 1876
649299, 1878
649303, 1873
649307, 1875
649311, 1873
649315, 1876
649319, 1875
649323, 1877
649327, 1872
649331, 1874
649335, 1875
649339, 1877
649343, 1875
649347, 1876
649351, 1877
649355, 1877
649359, 1873
649363, 1879
649367, 1878
649371, 1879
649375, 1873
649379, 1881
649383, 1877
649387, 1875
649391, 1875
649395, 1874
649399, 1872
649403, 1874
649407, 1875
649411, 1875
649415, 1875
649419, 1879
649423, 1873
649427, 1874
649431, 1874
649435, 1878
649439, 1879
649443, 1878
649447, 1878
649451, 1875
649455, 1877
649459, 1875
649463, 1877
649467, 1872
649471, 1873
649475, 1875
649479, 1876
649483, 1876
649487, 1874
649491, 1874
649495, 1872
649499, 1874
649503, 1877
649507, 1876
649511, 1873
649515, 1872
649519, 1876
649523, 1877
649527, 1872
649531, 1875
649535, 1874
649539, 1874
649543, 1876
649547, 1874
649551, 1873
649555, 1876
649559, 1878
649563, 1877
649567, 1874
649571, 1873
649575, 1875
649579, 1874
649583, 1883
649587, 1873
649591, 1877
649595, 1879
649599, 1877
649603, 1873
649607, 1875
649611, 1874
649615, 1872
649619, 1877
649623, 1879
649627, 1873
649631, 1878
649635, 1877
649639, 1875
649643, 1874
649647, 1875
649651, 1877
649655, 1874
649659, 1877
649663, 1879
649667, 1877
649671, 1873
649675, 1878
649679, 1883
649683, 1878
649687, 1875
649691, 1881
649695, 1873
649699, 1875
649703, 1879
649707, 1877
649711, 1875
649715, 1875
649719, 1875
649723, 1874
649727, 1872
649731, 1875
649735, 1877
649739, 1876
649743, 1878
649747, 1879
649751, 1875
649755, 1873
649759, 1876
649763, 1875
649767, 1878
649771, 1876
649775, 1877
649779, 1876
649783, 1881
649787, 1877
649791, 1878
649795, 1877
649799, 1878
649803, 1875
649807, 1874
649811, 1876
649815, 1877
649819, 1879
649823, 1878
649827, 1875
649831, 1875
649835, 1873
649839, 1873
649843, 1878
649847, 1876
649851, 1877
649855, 1874
649859, 1878
649863, 1875
649867, 1878
649871, 1874
649875, 1873
649879, 1878
649883, 1877
649887, 1875
649891, 1877
649895, 1874
649899, 1879
649903, 1875
649907, 1879
649911, 1875
649915, 1877
649919, 1875
649923, 1878
649927, 1877
649931, 1877
649935, 1875
649939, 1879
649943, 1879
649947, 1874
649951, 1877
649955, 1875
649959, 1878
649963, 1878
649967, 1876
649971, 1875
649975, 1875
649979, 1877
649983, 1874
649987, 1875
649991, 1874
649995, 1875
649999, 1876
650003, 1877
650007, 1875
650011, 1874
650015, 1871
650019, 1873
650023, 1879
650027, 1874
650031, 1877
650035, 1873
650039, 1873
650043, 1878
650047, 1873
650051, 1874
650055, 1874
650059, 1877
650063, 1875
650067, 1875
650071, 1875
650075, 1875
650079, 1879
650083, 1877
650087, 1877
650091, 1875
650095, 1881
650099, 1878
650103, 1875
650107, 1873
650111, 1875
650115, 1878
650119, 1881
650123, 1873
650127, 1875
650131, 1875
650135, 1874
650139, 1877
650143, 1877
650147, 1874
650151, 1877
650155, 1874
650159, 1877
650163, 1874
650167, 1872
650171, 1874
650175, 1873
650179, 1875
650183, 1878
650187, 1876
650191, 1877
650195, 1874
650199, 1878
650203, 1875
650207, 1877
650211, 1876
650215, 1877
650219, 1878
650223, 1878
650227, 1874
650231, 1873
650235, 1874
650239, 1879
650243, 1875
650247, 1876
650251, 1874
650255, 1872
650259, 1876
650263, 1875
650267, 1875
650271, 1872
650275, 1875
650279, 1874
650283, 1878
650287, 1878
650291, 1875
650295, 1877
650299, 1875
650303, 1877
650307, 1876
650311, 1877
650315, 1876
650319, 1873
650323, 1875
650327, 1874
650331, 1875
650335, 1877
650339, 1877
650343, 1876
650347, 1874
650351, 1877
650355, 1876
650359, 1882
650363, 1874
650367, 1878
650371, 1877
650375, 1874
650379, 1877
650383, 1874
650387, 1875
650391, 1875
650395, 1877
650399, 1878
650403, 1877
650407, 1874
650411, 1874
650415, 1874
650419, 1879
650423, 1877
650427, 1876
650431, 1879
650435, 1876
650439, 1878
650443, 1873
650447, 1879
650451, 1881
650455, 1875
650459, 1871
650463, 1882
650467, 1878
650471, 1876
650475, 1876
650479, 1878
650483, 1878
650487, 1875
650491, 1873
650495, 1880
650499, 1873
650503, 1877
650507, 1875
650511, 1877
650515, 1877
650519, 1878
650523, 1877
650527, 1877
650531, 1877
650535, 1872
650539, 1877
650543, 1875
650547, 1875
650551, 1875
650555, 1878
650559, 1877
650563, 1873
650567, 1878
650571, 1883
650575, 1873
650579, 1873
650583, 1877
650587, 1872
650591, 1873
650595, 1875
650599, 1877
650603, 1872
650607, 1874
650611, 1877
650615, 1872
650619, 1874
650623, 1875
650627, 1877
650631, 1878
650635, 1870
650639, 1874
650643, 1877
650647, 1877
650651, 1879
650655, 1875
650659, 1877
650663, 1878
650667, 1875
650671, 1875
650675, 1879
650679, 1875
650683, 1875
650687, 1875
650691, 1878
650695, 1877
650699, 1877
650703, 1877
650707, 1875
650711, 1873
650715, 1879
650719, 1879
650723, 1877
650727, 1876
650731, 1882
650735, 1876
650739, 1877
650743, 1879
650747, 1881
650751, 1876
650755, 1873
650759, 1878
650763, 1879
650767, 1878
650771, 1879
650775, 1873
650779, 1877
650783, 1878
650787, 1875
650791, 1873
650795, 1873
650799, 1875
650803, 1875
650807, 1878
650811, 1882
650815, 1878
650819, 1879
650823, 1878
650827, 1878
650831, 1872
650835, 1878
650839, 1875
650843, 1875
650847, 1877
650851, 1874
650855, 1877
650859, 1874
650863, 1877
650867, 1874
650871, 1876
650875, 1875
650879, 1880
650883, 1877
650887, 1876
650891, 1876
650895, 1873
650899, 1882
650903, 1877
650907, 1875
650911, 1878
650915, 1881
650919, 1875
650923, 1878
650927, 1879
650931, 1877
650935, 1878
650939, 1878
650943, 1879
650947, 1882
650951, 1879
650955, 1880
650959, 1875
650963, 1879
650967, 1875
650971, 1877
650975, 1872
650979, 1874
650983, 1875
650987, 1877
650991, 1879
650995, 1873
650999, 1877
651003, 1877
651007, 1875
651011, 1879
651015, 1877
651019, 1877
651023, 1875
651027, 1881
651031, 1874
651035, 1877
651039, 1875
651043, 1878
651047, 1874
651051, 1877
651055, 1877
651059, 1877
651063, 1875
651067, 1875
651071, 1879
651075, 1882
651079, 1877
651083, 1875
651087, 1878
651091, 1878
651095, 1876
651099, 1878
651103, 1874
651107, 1875
651111, 1878
651115, 1874
651119, 1874
651123, 1878
651127, 1874
651131, 1875
651135, 1877
651139, 1877
651143, 1879
651147, 1874
651151, 1876
651155, 1873
651159, 1874
651163, 1875
651167, 1877
651171, 1877
651175, 1877
651179, 1879
651183, 1875
651187, 1878
651191, 1877
651195, 1878
651199, 1879
651203, 1879
651207, 1877
651211, 1875
651215, 1872
651219, 1876
651223, 1876
651227, 1878
651231, 1878
651235, 1875
651239, 1877
651243, 1878
651247, 1882
651251, 1878
651255, 1876
651259, 1875
651263, 1878
651267, 1876
651271, 1875
651275, 1873
651279, 1877
651283, 1875
651287, 1876
651291, 1875
651295, 1877
651299, 1878
651303, 1878
651307, 1878
651311, 1878
651315, 1877
651319, 1878
651323, 1877
651327, 1872
651331, 1878
651335, 1875
651339, 1873
651343, 1875
651347, 1876
651351, 1879
651355, 1875
651359, 1874
651363, 1875
651367, 1871
651371, 1875
651375, 1877
651379, 1877
651383, 1872
651387, 1876
651391, 1873
651395, 1878
651399, 1875
651403, 1878
651407, 1874
651411, 1877
651415, 1875
651419, 1875
651423, 1874
651427, 1877
651431, 1873
651435, 1876
651439, 1874
651443, 1873
651447, 1877
651451, 1874
651455, 1875
651459, 1876
651463, 1877
651467, 1873
651471, 1873
651475, 1876
651479, 1878
651483, 1878
651487, 1877
651491, 1874
651495, 1877
651499, 1877
651503, 1882
651507, 1878
651511, 1872
651515, 1879
651519, 1871
651523, 1878
651527, 1878
651531, 1878
651535, 1875
651539, 1870
651543, 1880
651547, 1876
651551, 1875
651555, 1877
651559, 1875
651563, 1877
651567, 1879
651571, 1874
651575, 1879
651579, 1877
651583, 1877
651587, 1875
651591, 1873
651595, 1876
651599, 1874
651603, 1877
651607, 1877
651611, 1875
651615, 1874
651619, 1876
651623, 1878
651627, 1877
651631, 1882
651635, 1875
651639, 1879
651643, 1877
651647, 1877
651651, 1875
651655, 1875
651659, 1879
651663, 1877
651667, 1875
651671, 1877
651675, 1875
651679, 1875
651683, 1872
651687, 1877
651691, 1872
651695, 1873
651699, 1878
651703, 1877
651707, 1873
651711, 1877
651715, 1879
651719, 1876
651723, 1879
651727, 1875
651731, 1875
651735, 1873
651739, 1879
651743, 1877
651747, 1877
651751, 1875
651755, 1875
651759, 1877
651763, 1878
651767, 1879
651771, 1876
651775, 1874
651779, 1877
651783, 1879
651787, 1877
651791, 1879
651795, 1879
651799, 1878
651803, 1880
651807, 1875
651811, 1879
651815, 1876
651819, 1877
651823, 1876
651827, 1875
651831, 1877
651835, 1878
651839, 1872
651843, 1878
651847, 1875
651851, 1876
651855, 1878
651859, 1875
651863, 1875
651867, 1877
651871, 1877
651875, 1877
651879, 1886
651883, 1877
651887, 1877
651891, 1875
651895, 1875
651899, 1877
651903, 1871
651907, 1875
651911, 1877
651915, 1878
651919, 1878
651923, 1878
651927, 1877
651931, 1876
651935, 1872
651939, 1877
651943, 1876
651947, 1879
651951, 1879
651955, 1879
651959, 1877
651963, 1875
651967, 1877
651971, 1876
651975, 1873
651979, 1876
651983, 1874
651987, 1876
651991, 1875
651995, 1877
651999, 1882
652003, 1877
652007, 1878
652011, 1879
652015, 1876
652019, 1875
652023, 1876
652027, 1874
652031, 1878
652035, 1873
652039, 1874
652043, 1878
652047, 1874
652051, 1876
652055, 1878
652059, 1877
652063, 1877
652067, 1877
652071, 1872
652075, 1875
652079, 1876
652083, 1875
652087, 1878
652091, 1875
652095, 1875
652099, 1872
652103, 1876
652107, 1877
652111, 1879
652115, 1875
652119, 1877
652123, 1877
652127, 1878
652131, 1877
652135, 1878
652139, 1875
652143, 1878
652147, 1875
652151, 1877
652155, 1875
652159, 1876
652163, 1874
652167, 1874
652171, 1875
652175, 1877
652179, 1873
652183, 1873
652187, 1877
652191, 1873
652195, 1877
652199, 1877
652203, 1878
652207, 1875
652211, 1875
652215, 1875
652219, 1875
652223, 1879
652227, 1880
652231, 1878
652235, 1875
652239, 1873
652243, 1879
652247, 1879
652251, 1873
652255, 1875
652259, 1879
652263, 1882
652267, 1879
652271, 1874
652275, 1879
652279, 1879
652283, 1878
652287, 1875
652291, 1878
652295, 1873
652299, 1878
652303, 1878
652307, 1879
652311, 1875
652315, 1879
652319, 1878
652323, 1877
652327, 1877
652331, 1875
652335, 1879
652339, 1878
652343, 1879
652347, 1875
652351, 1877
652355, 1879
652359, 1877
652363, 1877
652367, 1875
652371, 1875
652375, 1877
652379, 1878
652383, 1877
652387, 1875
652391, 1877
652395, 1872
652399, 1877
652403, 1875
652407, 1873
652411, 1879
652415, 1877
652419, 1878
652423, 1877
652427, 1875
652431, 1875
652435, 1876
652439, 1874
652443, 1875
652447, 1872
652451, 1877
652455, 1874
652459, 1877
652463, 1872
652467, 1877
652471, 1872
652475, 1874
652479, 1875
652483, 1878
652487, 1873
652491, 1877
652495, 1877
652499, 1875
652503, 1874
652507, 1881
652511, 1875
652515, 1877
652519, 1877
652523, 1882
652527, 1874
652531, 1877
652535, 1876
652539, 1875
652543, 1877
652547, 1875
652551, 1874
652555, 1877
652559, 1878
652563, 1877
652567, 1875
652571, 1876
652575, 1876
652579, 1877
652583, 1877
652587, 1875
652591, 1877
652595, 1873
652599, 1875
652603, 1877
652607, 1877
652611, 1877
652615, 1875
652619, 1875
652623, 1878
652627, 1875
652631, 1877
652635, 1876
652639, 1879
652643, 1874
652647, 1875
652651, 1877
652655, 1878
652659, 1873
652663, 1875
652667, 1872
652671, 1878
652675, 1879
652679, 1874
652683, 1875
652687, 1874
652691, 1877
652695, 1878
652699, 1878
652703, 1876
652707, 1871
652711, 1879
652715, 1875
652719, 1874
652723, 1877
652727, 1875
652731, 1877
652735, 1875
652739, 1872
652743, 1877
652747, 1877
652751, 1874
652755, 1873
652759, 1877
652763, 1877
652767, 1876
652771, 1875
652775, 1873
652779, 1876
652783, 1877
652787, 1878
652791, 1875
652795, 1872
652799, 1879
652803, 1877
652807, 1875
652811, 1875
652815, 1876
652819, 1877
652823, 1879
652827, 1874
652831, 1875
652835, 1875
652839, 1881
652843, 1878
652847, 1879
652851, 1877
652855, 1874
652859, 1873
652863, 1874
652867, 1874
652871, 1875
652875, 1875
652879, 1877
652883, 1876
652887, 1877
652891, 1876
652895, 1877
652899, 1875
652903, 1873
652907, 1875
652911, 1878
652915, 1873
652919, 1876
652923, 1875
652927, 1877
652931, 1875
652935, 1873
652939, 1879
652943, 1877
652947, 1874
652951, 1878
652955, 1875
652959, 1873
652963, 1875
652967, 1876
652971, 1877
652975, 1878
652979, 1878
652983, 1876
652987, 1875
652991, 1878
652995, 1877
652999, 1876
653003, 1877
653007, 1873
653011, 1877
653015, 1878
653019, 1877
653023, 1879
653027, 1875
653031, 1874
653035, 1877
653039, 1879
653043, 1879
653047, 1875
653051, 1878
653055, 1875
653059, 1875
653063, 1878
653067, 1872
653071, 1874
653075, 1878
653079, 1877
653083, 1878
653087, 1877
653091, 1879
653095, 1878
653099, 1878
653103, 1875
653107, 1878
653111, 1875
653115, 1877
653119, 1875
653123, 1877
653127, 1873
653131, 1878
653135, 1880
653139, 1878
653143, 1878
653147, 1873
653151, 1872
653155, 1877
653159, 1881
653163, 1878
653167, 1878
