time, value
12820, 1875
12821, 1878
12822, 1877
12823, 1879
12824, 1878
12825, 1878
12826, 1878
12827, 1879
12828, 1879
12829, 1878
12830, 1878
12831, 1879
12832, 1877
12833, 1877
12834, 1877
12835, 1878
12836, 1877
12837, 1879
12838, 1877
12839, 1879
12840, 1878
12841, 1878
12842, 1877
12843, 1877
12844, 1878
12845, 1877
12846, 1878
12847, 1881
12848, 1876
12849, 1877
12850, 1877
12851, 1878
12852, 1879
12853, 1879
12854, 1877
12864, 1875
12865, 1879
12866, 1876
12867, 1878
12868, 1877
12869, 1878
12870, 1877
12871, 1878
12872, 1877
12873, 1878
12874, 1877
12875, 1876
12876, 1877
12877, 1878
12878, 1878
12879, 1877
12880, 1875
12881, 1878
12882, 1877
12883, 1879
12884, 1877
12885, 1877
12886, 1878
12887, 1875
12888, 1877
12889, 1875
12890, 1877
12891, 1878
12892, 1877
12893, 1877
12894, 1877
12895, 1877
12896, 1878
12897, 1879
12898, 1879
12899, 1878
12900, 1878
12901, 1878
12902, 1878
12903, 1878
12904, 1877
12905, 1877
12906, 1881
12907, 1875
12908, 1878
12909, 1877
12910, 1879
12911, 1878
12912, 1877
12913, 1877
12914, 1879
12915, 1878
12916, 1877
12917, 1878
12918, 1877
12919, 1878
12920, 1877
12921, 1877
12922, 1875
12923, 1878
12924, 1878
12925, 1877
12926, 1877
12927, 1879
12928, 1877
12929, 1878
12930, 1881
12931, 1879
12932, 1878
12933, 1879
12943, 1877
12944, 1876
12945, 1875
12946, 1877
12947, 1878
12948, 1876
12949, 1877
12950, 1877
12951, 1875
12952, 1879
12953, 1877
12954, 1875
12955, 1877
12956, 1877
12957, 1878
12958, 1877
12959, 1877
12960, 1877
12961, 1879
12962, 1877
12963, 1877
12964, 1876
12965, 1877
12966, 1879
12967, 1876
12968, 1878
12969, 1875
12970, 1879
12971, 1877
12972, 1878
12973, 1878
12974, 1875
12975, 1878
12976, 1876
12977, 1878
12978, 1875
12979, 1876
12980, 1874
12981, 1878
12982, 1877
12983, 1877
12984, 1879
12985, 1878
12986, 1877
12987, 1875
12988, 1877
12989, 1877
12990, 1877
12991, 1875
12992, 1877
12993, 1879
12994, 1878
12995, 1877
12996, 1876
12997, 1879
12998, 1878
12999, 1876
13000, 1876
13001, 1877
13002, 1876
13003, 1877
13004, 1877
13005, 1878
13006, 1877
13007, 1877
13008, 1877
13009, 1879
13010, 1879
13011, 1875
13012, 1875
13022, 1879
13023, 1879
13024, 1876
13025, 1878
13026, 1877
13027, 1878
13028, 1878
13029, 1877
13030, 1877
13031, 1878
13032, 1879
13033, 1878
13034, 1878
13035, 1876
13036, 1877
13037, 1877
13038, 1875
13039, 1877
13040, 1877
13041, 1879
13042, 1879
13043, 1878
13044, 1878
13045, 1878
13046, 1878
13047, 1879
13048, 1878
13049, 1876
13050, 1878
13051, 1877
13052, 1878
13053, 1875
13054, 1879
13055, 1878
13056, 1878
13057, 1878
13058, 1879
13059, 1877
13060, 1878
13061, 1878
13062, 1878
13063, 1877
13064, 1878
13065, 1877
13066, 1877
13067, 1877
13068, 1879
13069, 1879
13070, 1878
13071, 1879
13072, 1879
13073, 1877
13074, 1879
13075, 1879
13076, 1878
13077, 1877
13078, 1875
13079, 1882
13080, 1879
13081, 1876
13082, 1878
13083, 1877
13084, 1877
13085, 1878
13086, 1879
13087, 1879
13088, 1875
13089, 1875
13090, 1877
13091, 1878
13101, 1875
13102, 1875
13103, 1877
13104, 1877
13105, 1877
13106, 1878
13107, 1877
13108, 1878
13109, 1878
13110, 1877
13111, 1878
13112, 1877
13113, 1878
13114, 1877
13115, 1878
13116, 1878
13117, 1877
13118, 1877
13119, 1878
13120, 1879
13121, 1876
13122, 1878
13123, 1878
13124, 1877
13125, 1877
13126, 1876
13127, 1877
13128, 1877
13129, 1877
13130, 1876
13131, 1877
13132, 1878
13133, 1878
13134, 1877
13135, 1878
13136, 1878
13137, 1879
13138, 1878
13139, 1877
13140, 1877
13141, 1876
13142, 1878
13143, 1877
13144, 1879
13145, 1877
13146, 1877
13147, 1877
13148, 1875
13149, 1877
13150, 1878
13151, 1877
13152, 1878
13153, 1876
13154, 1878
13155, 1877
13156, 1878
13157, 1877
13158, 1878
13159, 1877
13160, 1878
13161, 1879
13162, 1876
13163, 1877
13164, 1877
13165, 1877
13166, 1878
13167, 1879
13168, 1877
13169, 1879
13170, 1879
13180, 1877
13181, 1877
13182, 1877
13183, 1878
13184, 1877
13185, 1873
13186, 1877
13187, 1877
13188, 1877
13189, 1878
13190, 1875
13191, 1878
13192, 1877
13193, 1878
13194, 1877
13195, 1878
13196, 1877
13197, 1881
13198, 1878
13199, 1877
13200, 1879
13201, 1878
13202, 1879
13203, 1878
13204, 1877
13205, 1878
13206, 1878
13207, 1877
13208, 1878
13209, 1877
13210, 1877
13211, 1877
13212, 1877
13213, 1877
13214, 1879
13215, 1879
13216, 1878
13217, 1878
13218, 1879
13219, 1877
13220, 1876
13221, 1877
13222, 1877
13223, 1877
13224, 1879
13225, 1878
13226, 1876
13227, 1878
13228, 1879
13229, 1876
13230, 1879
13231, 1879
13232, 1878
13233, 1879
13234, 1875
13235, 1878
13236, 1878
13237, 1875
13238, 1877
13239, 1876
13240, 1879
13241, 1875
13242, 1877
13243, 1877
13244, 1877
13245, 1877
13246, 1879
13247, 1877
13248, 1877
13249, 1877
13259, 1876
13260, 1877
13261, 1875
13262, 1875
13263, 1878
13264, 1877
13265, 1876
13266, 1877
13267, 1878
13268, 1875
13269, 1877
13270, 1879
13271, 1877
13272, 1877
13273, 1878
13274, 1878
13275, 1879
13276, 1878
13277, 1877
13278, 1879
13279, 1877
13280, 1877
13281, 1877
13282, 1878
13283, 1876
13284, 1879
13285, 1878
13286, 1877
13287, 1879
13288, 1877
13289, 1877
13290, 1878
13291, 1878
13292, 1876
13293, 1877
13294, 1877
13295, 1877
13296, 1877
13297, 1877
13298, 1876
13299, 1877
13300, 1878
13301, 1879
13302, 1877
13303, 1877
13304, 1877
13305, 1877
13306, 1877
13307, 1877
13308, 1879
13309, 1877
13310, 1878
13311, 1878
13312, 1877
13313, 1878
13314, 1879
13315, 1877
13316, 1877
13317, 1878
13318, 1879
13319, 1877
13320, 1876
13321, 1878
13322, 1877
13323, 1879
13324, 1878
13325, 1877
13326, 1878
13327, 1877
13328, 1878
13338, 1877
13339, 1877
13340, 1877
13341, 1878
13342, 1877
13343, 1879
13344, 1877
13345, 1878
13346, 1877
13347, 1877
13348, 1879
13349, 1877
13350, 1878
13351, 1877
13352, 1878
13353, 1878
13354, 1879
13355, 1877
13356, 1877
13357, 1879
13358, 1881
13359, 1878
13360, 1877
13361, 1877
13362, 1878
13363, 1879
13364, 1875
13365, 1878
13366, 1877
13367, 1877
13368, 1878
13369, 1877
13370, 1877
13371, 1878
13372, 1877
13373, 1879
13374, 1878
13375, 1877
13376, 1878
13377, 1877
13378, 1879
13379, 1879
13380, 1877
13381, 1877
13382, 1877
13383, 1875
13384, 1879
13385, 1878
13386, 1875
13387, 1879
13388, 1876
13389, 1877
13390, 1879
13391, 1875
13392, 1877
13393, 1878
13394, 1877
13395, 1877
13396, 1878
13397, 1877
13398, 1877
13399, 1877
13400, 1877
13401, 1878
13402, 1878
13403, 1877
13404, 1876
13405, 1877
13406, 1877
13407, 1878
13417, 1879
13418, 1877
13419, 1878
13420, 1877
13421, 1877
13422, 1877
13423, 1878
13424, 1879
13425, 1877
13426, 1878
13427, 1875
13428, 1876
13429, 1874
13430, 1878
13431, 1878
13432, 1877
13433, 1878
13434, 1878
13435, 1878
13436, 1877
13437, 1878
13438, 1877
13439, 1875
13440, 1875
13441, 1877
13442, 1877
13443, 1879
13444, 1877
13445, 1878
13446, 1879
13447, 1879
13448, 1877
13449, 1878
13450, 1878
13451, 1879
13452, 1877
13453, 1878
13454, 1879
13455, 1877
13456, 1877
13457, 1879
13458, 1877
13459, 1879
13460, 1879
13461, 1877
13462, 1879
13463, 1878
13464, 1879
13465, 1878
13466, 1879
13467, 1878
13468, 1877
13469, 1875
13470, 1875
13471, 1876
13472, 1878
13473, 1878
13474, 1875
13475, 1877
13476, 1877
13477, 1879
13478, 1878
13479, 1877
13480, 1876
13481, 1878
13482, 1877
13483, 1878
13484, 1875
13485, 1877
13486, 1878
13496, 1877
13497, 1879
13498, 1879
13499, 1878
13500, 1879
13501, 1875
13502, 1878
13503, 1879
13504, 1878
13505, 1879
13506, 1875
13507, 1877
13508, 1879
13509, 1877
13510, 1879
13511, 1879
13512, 1878
13513, 1877
13514, 1877
13515, 1878
13516, 1877
13517, 1881
13518, 1878
13519, 1876
13520, 1879
13521, 1877
13522, 1879
13523, 1879
13524, 1878
13525, 1879
13526, 1877
13527, 1879
13528, 1877
13529, 1877
13530, 1878
13531, 1878
13532, 1877
13533, 1877
13534, 1879
13535, 1877
13536, 1879
13537, 1881
13538, 1877
13539, 1877
13540, 1878
13541, 1877
13542, 1878
13543, 1876
13544, 1878
13545, 1877
13546, 1878
13547, 1878
13548, 1877
13549, 1877
13550, 1878
13551, 1877
13552, 1877
13553, 1877
13554, 1878
13555, 1877
13556, 1877
13557, 1879
13558, 1879
13559, 1877
13560, 1878
13561, 1877
13562, 1876
13563, 1878
13564, 1877
13565, 1875
13575, 1878
13576, 1879
13577, 1879
13578, 1877
13579, 1877
13580, 1878
13581, 1879
13582, 1878
13583, 1877
13584, 1878
13585, 1878
13586, 1877
13587, 1877
13588, 1878
13589, 1878
13590, 1878
13591, 1879
13592, 1879
13593, 1879
13594, 1877
13595, 1877
13596, 1878
13597, 1878
13598, 1877
13599, 1879
13600, 1878
13601, 1878
13602, 1875
13603, 1877
13604, 1879
13605, 1878
13606, 1877
13607, 1878
13608, 1879
13609, 1878
13610, 1877
13611, 1878
13612, 1877
13613, 1879
13614, 1877
13615, 1875
13616, 1876
13617, 1877
13618, 1877
13619, 1877
13620, 1875
13621, 1877
13622, 1878
13623, 1876
13624, 1878
13625, 1882
13626, 1877
13627, 1875
13628, 1878
13629, 1879
13630, 1878
13631, 1878
13632, 1881
13633, 1878
13634, 1879
13635, 1878
13636, 1879
13637, 1878
13638, 1878
13639, 1878
13640, 1878
13641, 1879
13642, 1878
13643, 1879
13644, 1879
13654, 1881
13655, 1878
13656, 1877
13657, 1881
13658, 1878
13659, 1878
13660, 1879
13661, 1878
13662, 1879
13663, 1878
13664, 1877
13665, 1877
13666, 1877
13667, 1878
13668, 1879
13669, 1878
13670, 1881
13671, 1877
13672, 1877
13673, 1878
13674, 1879
13675, 1879
13676, 1877
13677, 1879
13678, 1877
13679, 1879
13680, 1879
13681, 1878
13682, 1877
13683, 1877
13684, 1881
13685, 1877
13686, 1878
13687, 1879
13688, 1879
13689, 1878
13690, 1882
13691, 1879
13692, 1879
13693, 1877
13694, 1877
13695, 1878
13696, 1878
13697, 1877
13698, 1877
13699, 1877
13700, 1878
13701, 1879
13702, 1878
13703, 1876
13704, 1878
13705, 1877
13706, 1877
13707, 1881
13708, 1878
13709, 1878
13710, 1879
13711, 1879
13712, 1877
13713, 1879
13714, 1877
13715, 1877
13716, 1879
13717, 1880
13718, 1878
13719, 1875
13720, 1877
13721, 1881
13722, 1875
13723, 1878
13733, 1879
13734, 1879
13735, 1879
13736, 1877
13737, 1877
13738, 1878
13739, 1878
13740, 1877
13741, 1878
13742, 1878
13743, 1879
13744, 1879
13745, 1879
13746, 1878
13747, 1877
13748, 1879
13749, 1877
13750, 1878
13751, 1878
13752, 1878
13753, 1877
13754, 1879
13755, 1878
13756, 1877
13757, 1879
13758, 1879
13759, 1878
13760, 1878
13761, 1875
13762, 1878
13763, 1878
13764, 1877
13765, 1877
13766, 1878
13767, 1878
13768, 1879
13769, 1876
13770, 1877
13771, 1877
13772, 1876
13773, 1878
13774, 1878
13775, 1878
13776, 1879
13777, 1877
13778, 1879
13779, 1879
13780, 1877
13781, 1877
13782, 1879
13783, 1879
13784, 1878
13785, 1881
13786, 1878
13787, 1879
13788, 1879
13789, 1879
13790, 1878
13791, 1875
13792, 1879
13793, 1879
13794, 1877
13795, 1881
13796, 1877
13797, 1877
13798, 1879
13799, 1875
13800, 1880
13801, 1879
13802, 1879
13812, 1875
13813, 1878
13814, 1880
13815, 1877
13816, 1877
13817, 1877
13818, 1878
13819, 1878
13820, 1879
13821, 1877
13822, 1875
13823, 1879
13824, 1877
13825, 1877
13826, 1877
13827, 1878
13828, 1879
13829, 1879
13830, 1878
13831, 1877
13832, 1874
13833, 1877
13834, 1877
13835, 1876
13836, 1877
13837, 1879
13838, 1877
13839, 1877
13840, 1875
13841, 1877
13842, 1877
13843, 1878
13844, 1879
13845, 1878
13846, 1879
13847, 1877
13848, 1877
13849, 1877
13850, 1878
13851, 1878
13852, 1879
13853, 1877
13854, 1875
13855, 1878
13856, 1877
13857, 1879
13858, 1877
13859, 1878
13860, 1875
13861, 1879
13862, 1878
13863, 1877
13864, 1878
13865, 1878
13866, 1877
13867, 1878
13868, 1879
13869, 1878
13870, 1877
13871, 1878
13872, 1877
13873, 1878
13874, 1878
13875, 1879
13876, 1879
13877, 1877
13878, 1878
13879, 1879
13880, 1879
13881, 1875
13891, 1875
13892, 1878
13893, 1876
13894, 1878
13895, 1876
13896, 1877
13897, 1879
13898, 1878
13899, 1879
13900, 1879
13901, 1879
13902, 1877
13903, 1878
13904, 1878
13905, 1877
13906, 1881
13907, 1879
13908, 1881
13909, 1878
13910, 1878
13911, 1879
13912, 1878
13913, 1878
13914, 1877
13915, 1879
13916, 1879
13917, 1878
13918, 1877
13919, 1880
13920, 1876
13921, 1881
13922, 1877
13923, 1878
13924, 1878
13925, 1877
13926, 1879
13927, 1877
13928, 1879
13929, 1877
13930, 1877
13931, 1877
13932, 1878
13933, 1877
13934, 1877
13935, 1879
13936, 1878
13937, 1877
13938, 1878
13939, 1879
13940, 1877
13941, 1877
13942, 1879
13943, 1877
13944, 1877
13945, 1878
13946, 1878
13947, 1878
13948, 1879
13949, 1875
13950, 1877
13951, 1878
13952, 1877
13953, 1878
13954, 1879
13955, 1881
13956, 1879
13957, 1881
13958, 1877
13959, 1879
13960, 1877
13970, 1881
13971, 1877
13972, 1878
13973, 1877
13974, 1879
13975, 1876
13976, 1877
13977, 1879
13978, 1879
13979, 1878
13980, 1877
13981, 1877
13982, 1877
13983, 1877
13984, 1878
13985, 1878
13986, 1878
13987, 1877
13988, 1877
13989, 1878
13990, 1877
13991, 1875
13992, 1879
13993, 1877
13994, 1878
13995, 1877
13996, 1877
13997, 1878
13998, 1877
13999, 1880
14000, 1878
14001, 1876
14002, 1877
14003, 1877
14004, 1877
14005, 1879
14006, 1878
14007, 1877
14008, 1877
14009, 1877
14010, 1879
14011, 1875
14012, 1879
14013, 1878
14014, 1878
14015, 1879
14016, 1876
14017, 1881
14018, 1877
14019, 1875
14020, 1877
14021, 1879
14022, 1878
14023, 1879
14024, 1878
14025, 1877
14026, 1877
14027, 1877
14028, 1879
14029, 1877
14030, 1879
14031, 1877
14032, 1878
14033, 1878
14034, 1878
14035, 1878
14036, 1878
14037, 1876
14038, 1877
14039, 1879
14049, 1878
14050, 1880
14051, 1879
14052, 1878
14053, 1879
14054, 1878
14055, 1880
14056, 1878
14057, 1878
14058, 1879
14059, 1878
14060, 1877
14061, 1878
14062, 1877
14063, 1878
14064, 1879
14065, 1878
14066, 1878
14067, 1878
14068, 1878
14069, 1876
14070, 1877
14071, 1877
14072, 1882
14073, 1877
14074, 1879
14075, 1879
14076, 1877
14077, 1877
14078, 1878
14079, 1876
14080, 1878
14081, 1876
14082, 1877
14083, 1878
14084, 1876
14085, 1877
14086, 1877
14087, 1877
14088, 1878
14089, 1877
14090, 1878
14091, 1877
14092, 1878
14093, 1877
14094, 1878
14095, 1878
14096, 1878
14097, 1876
14098, 1877
14099, 1878
14100, 1878
14101, 1878
14102, 1879
14103, 1877
14104, 1879
14105, 1878
14106, 1878
14107, 1879
14108, 1877
14109, 1877
14110, 1877
14111, 1879
14112, 1876
14113, 1878
14114, 1878
14115, 1878
14116, 1879
14117, 1876
14118, 1877
14119, 1879
14129, 1878
14130, 1879
14131, 1878
14132, 1874
14133, 1878
14134, 1877
14135, 1879
14136, 1877
14137, 1879
14138, 1878
14139, 1878
14140, 1877
14141, 1879
14142, 1879
14143, 1877
14144, 1875
14145, 1877
14146, 1877
14147, 1878
14148, 1878
14149, 1881
14150, 1878
14151, 1878
14152, 1879
14153, 1877
14154, 1877
14155, 1879
14156, 1877
14157, 1878
14158, 1881
14159, 1879
14160, 1878
14161, 1878
14162, 1877
14163, 1877
14164, 1877
14165, 1879
14166, 1878
14167, 1879
14168, 1879
14169, 1878
14170, 1878
14171, 1879
14172, 1878
14173, 1881
14174, 1878
14175, 1879
14176, 1877
14177, 1877
14178, 1878
14179, 1879
14180, 1878
14181, 1875
14182, 1879
14183, 1879
14184, 1879
14185, 1877
14186, 1878
14187, 1879
14188, 1881
14189, 1880
14190, 1878
14191, 1878
14192, 1877
14193, 1879
14194, 1878
14195, 1875
14196, 1878
14197, 1879
14198, 1879
14208, 1877
14209, 1877
14210, 1878
14211, 1879
14212, 1879
14213, 1879
14214, 1877
14215, 1879
14216, 1879
14217, 1878
14218, 1878
14219, 1876
14220, 1879
14221, 1877
14222, 1879
14223, 1880
14224, 1879
14225, 1878
14226, 1881
14227, 1878
14228, 1878
14229, 1878
14230, 1879
14231, 1879
14232, 1877
14233, 1879
14234, 1881
14235, 1875
14236, 1880
14237, 1879
14238, 1879
14239, 1879
14240, 1878
14241, 1878
14242, 1879
14243, 1879
14244, 1878
14245, 1877
14246, 1878
14247, 1878
14248, 1881
14249, 1879
14250, 1879
14251, 1878
14252, 1879
