time, value, value2
1432, 721, 3414
1436, 722, 3422
1440, 720, 3408
1444, 721, 3408
1448, 722, 3409
1452, 720, 3411
1456, 721, 3422
1460, 720, 3409
1464, 722, 3408
1468, 721, 3410
1472, 720, 3415
1476, 726, 3420
1480, 720, 3409
1484, 722, 3408
1488, 720, 3408
1492, 722, 3414
1496, 723, 3418
1500, 719, 3409
1504, 720, 3408
1508, 719, 3411
1512, 725, 3411
1516, 722, 3420
1520, 720, 3408
1524, 720, 3410
1528, 720, 3408
1532, 722, 3417
1536, 723, 3419
1540, 720, 3408
1544, 720, 3408
1548, 721, 3408
1552, 721, 3413
1556, 723, 3420
1560, 720, 3408
1564, 720, 3408
1568, 720, 3407
1572, 720, 3413
1576, 724, 3421
1580, 721, 3408
1584, 720, 3408
1588, 721, 3409
1592, 720, 3414
1596, 724, 3415
1600, 720, 3408
1604, 719, 3408
1608, 720, 3408
1612, 721, 3413
1616, 725, 3415
1620, 720, 3408
1624, 720, 3409
1628, 720, 3408
1632, 722, 3413
1636, 725, 3414
1640, 720, 3408
1644, 720, 3408
1648, 720, 3408
1652, 720, 3411
1656, 725, 3418
1660, 720, 3406
1664, 720, 3408
1668, 720, 3408
1672, 722, 3413
1676, 723, 3417
1680, 720, 3408
1684, 720, 3411
1688, 720, 3409
1692, 720, 3413
1696, 724, 3414
1700, 720, 3406
1704, 721, 3412
1708, 720, 3408
1712, 721, 3409
1716, 725, 3415
1720, 720, 3408
1724, 720, 3413
1728, 720, 3408
1732, 721, 3413
1736, 723, 3417
1740, 720, 3408
1744, 720, 3410
1748, 722, 3408
1752, 721, 3415
1756, 723, 3423
1760, 720, 3407
1764, 711, 3408
1768, 720, 3408
1772, 724, 3414
1776, 723, 3413
1780, 719, 3408
1784, 720, 3408
1788, 722, 3409
1792, 719, 3414
1796, 725, 3417
1800, 719, 3408
1804, 721, 3406
1808, 720, 3408
1812, 723, 3417
1816, 726, 3415
1820, 720, 3408
1824, 721, 3408
1828, 720, 3409
1832, 721, 3414
1836, 723, 3414
1840, 720, 3408
1844, 721, 3408
1848, 720, 3410
1852, 720, 3414
1856, 726, 3417
1860, 719, 3408
1864, 720, 3408
1868, 720, 3408
1872, 722, 3413
1876, 725, 3419
1880, 720, 3408
1884, 721, 3408
1888, 720, 3417
1892, 720, 3413
1896, 726, 3420
1900, 720, 3408
1904, 720, 3408
1908, 720, 3408
1912, 720, 3414
1916, 725, 3414
1920, 719, 3407
1924, 720, 3408
1928, 720, 3411
1932, 721, 3417
1936, 721, 3413
1940, 722, 3408
1944, 722, 3410
1948, 720, 3408
1952, 722, 3419
1956, 725, 3418
1960, 720, 3407
1964, 720, 3409
1968, 721, 3408
1972, 722, 3415
1976, 723, 3413
1980, 719, 3407
1984, 721, 3409
1988, 720, 3409
1992, 727, 3414
1996, 724, 3414
2000, 720, 3408
2004, 720, 3408
2008, 721, 3408
2012, 721, 3415
2016, 723, 3417
2020, 719, 3408
2024, 721, 3409
2028, 721, 3408
2032, 723, 3413
2036, 724, 3421
2040, 721, 3408
2044, 720, 3408
2048, 721, 3408
2052, 729, 3409
2056, 723, 3415
2060, 721, 3408
2064, 720, 3406
2068, 720, 3408
2072, 723, 3413
2076, 724, 3411
2080, 722, 3408
2084, 722, 3410
2088, 720, 3408
2092, 720, 3414
2096, 726, 3414
2100, 720, 3409
2104, 720, 3407
2108, 720, 3408
2112, 721, 3414
2116, 724, 3421
2120, 718, 3407
2124, 720, 3409
2128, 721, 3409
2132, 721, 3410
2136, 724, 3415
2140, 721, 3408
2144, 723, 3408
2148, 720, 3408
2152, 720, 3411
2156, 726, 3417
2160, 720, 3409
2164, 720, 3408
2168, 720, 3409
2172, 720, 3409
2176, 723, 3418
2180, 720, 3399
2184, 720, 3408
2188, 720, 3408
2192, 723, 3410
2196, 722, 3420
2200, 720, 3412
2204, 721, 3408
2208, 722, 3410
2212, 721, 3411
2216, 725, 3418
2220, 720, 3408
2224, 720, 3408
2228, 720, 3410
2232, 721, 3414
2236, 725, 3422
2240, 719, 3408
2244, 720, 3408
2248, 720, 3411
2252, 722, 3409
2256, 724, 3413
2260, 720, 3408
2264, 720, 3408
2268, 720, 3409
2272, 722, 3409
2276, 724, 3414
2280, 720, 3410
2284, 721, 3409
2288, 721, 3406
2292, 724, 3411
2296, 725, 3415
2300, 721, 3407
2304, 720, 3408
2308, 721, 3410
2312, 722, 3417
2316, 724, 3414
2320, 720, 3408
2324, 721, 3408
2328, 720, 3408
2332, 722, 3412
2336, 725, 3415
2340, 720, 3408
2344, 720, 3408
2348, 721, 3408
2352, 723, 3409
2356, 725, 3417
2360, 720, 3408
2364, 720, 3409
2368, 722, 3409
2372, 721, 3409
2376, 725, 3417
2380, 720, 3408
2384, 720, 3408
2388, 721, 3411
2392, 723, 3417
2396, 725, 3418
2400, 720, 3408
2404, 720, 3411
2408, 721, 3408
2412, 721, 3411
2416, 725, 3419
2420, 720, 3408
2424, 720, 3413
2428, 721, 3408
2432, 722, 3414
2436, 723, 3419
2440, 720, 3411
2444, 720, 3408
2448, 720, 3410
2452, 721, 3413
2456, 725, 3414
2460, 719, 3408
2464, 720, 3411
2468, 721, 3408
2472, 721, 3417
2476, 725, 3411
2480, 720, 3407
2484, 721, 3408
2488, 720, 3408
2492, 720, 3420
2496, 722, 3414
2500, 720, 3413
2504, 720, 3408
2508, 720, 3408
2512, 723, 3415
2516, 728, 3417
2520, 719, 3406
2524, 721, 3408
2528, 721, 3408
2532, 721, 3424
2536, 730, 3414
2540, 720, 3408
2544, 720, 3407
2548, 720, 3410
2552, 721, 3414
2556, 725, 3417
2560, 720, 3408
2564, 720, 3409
2568, 720, 3410
2572, 721, 3413
2576, 722, 3421
2580, 720, 3408
2584, 721, 3409
2588, 723, 3413
2592, 721, 3419
2596, 722, 3417
2600, 720, 3411
2604, 720, 3408
2608, 720, 3411
2612, 721, 3413
2616, 723, 3427
2620, 720, 3408
2624, 720, 3408
2628, 720, 3408
2632, 721, 3415
2636, 723, 3414
2640, 719, 3409
2644, 719, 3411
2648, 720, 3411
2652, 721, 3411
2656, 723, 3418
2660, 720, 3410
2664, 718, 3408
2668, 721, 3408
2672, 722, 3413
2676, 726, 3415
2680, 719, 3409
2684, 720, 3408
2688, 720, 3408
2692, 723, 3410
2696, 724, 3419
2700, 720, 3406
2704, 719, 3409
2708, 721, 3413
2712, 722, 3415
2716, 724, 3416
2720, 720, 3410
2724, 720, 3409
2728, 720, 3410
2732, 720, 3413
2736, 725, 3415
2740, 719, 3408
2744, 720, 3407
2748, 722, 3410
2752, 722, 3413
2756, 726, 3418
2760, 720, 3405
2764, 721, 3409
2768, 720, 3408
2772, 722, 3414
2776, 723, 3413
2780, 720, 3408
2784, 723, 3408
2788, 721, 3408
2792, 720, 3411
2796, 723, 3418
2800, 718, 3408
2804, 720, 3408
2808, 720, 3408
2812, 721, 3408
2816, 723, 3415
2820, 717, 3408
2824, 720, 3409
2828, 720, 3408
2832, 723, 3415
2836, 722, 3412
2840, 720, 3408
2844, 720, 3408
2848, 721, 3408
2852, 720, 3419
2856, 722, 3418
2860, 719, 3408
2864, 721, 3408
2868, 720, 3408
2872, 722, 3419
2876, 720, 3415
2880, 720, 3407
2884, 720, 3408
2888, 720, 3409
2892, 721, 3411
2896, 721, 3414
2900, 720, 3406
2904, 720, 3409
2908, 721, 3412
2912, 720, 3413
2916, 725, 3417
2920, 720, 3408
2924, 720, 3411
2928, 722, 3409
2932, 720, 3413
2936, 726, 3421
2940, 720, 3408
2944, 720, 3410
2948, 722, 3410
2952, 723, 3414
2956, 723, 3412
2960, 714, 3408
2964, 721, 3406
2968, 720, 3409
2972, 721, 3415
2976, 726, 3417
2980, 720, 3406
2984, 720, 3408
2988, 720, 3412
2992, 725, 3415
2996, 723, 3417
3000, 722, 3409
3004, 719, 3408
3008, 720, 3412
3012, 722, 3415
3016, 723, 3414
3020, 719, 3408
3024, 719, 3406
3028, 720, 3411
3032, 722, 3414
3036, 721, 3419
3040, 720, 3406
3044, 720, 3410
3048, 720, 3409
3052, 722, 3413
3056, 727, 3413
3060, 720, 3410
3064, 719, 3408
3068, 721, 3408
3072, 716, 3411
3076, 723, 3415
3080, 719, 3408
3084, 716, 3408
3088, 719, 3409
3092, 721, 3410
3096, 726, 3419
3100, 720, 3408
3104, 720, 3408
3108, 720, 3408
3112, 720, 3413
3116, 724, 3420
3120, 720, 3409
3124, 720, 3409
3128, 721, 3410
3132, 720, 3415
3136, 726, 3418
3140, 720, 3410
3144, 721, 3409
3148, 720, 3408
3152, 721, 3413
3156, 725, 3419
3160, 720, 3407
3164, 721, 3411
3168, 721, 3413
3172, 722, 3417
3176, 727, 3418
3180, 720, 3409
3184, 721, 3408
3188, 720, 3411
3192, 721, 3410
3196, 723, 3419
3200, 719, 3410
3204, 719, 3408
3208, 723, 3408
3212, 721, 3408
3216, 723, 3419
3220, 720, 3409
3224, 720, 3408
3228, 720, 3411
3232, 721, 3414
3236, 723, 3422
3240, 719, 3408
3244, 721, 3409
3248, 721, 3410
3252, 723, 3411
3256, 723, 3419
3260, 720, 3408
3264, 722, 3407
3268, 720, 3409
3272, 721, 3409
3276, 723, 3417
3280, 720, 3407
3284, 720, 3408
3288, 720, 3413
3292, 721, 3415
3296, 722, 3418
3300, 720, 3408
3304, 720, 3408
3308, 720, 3410
3312, 721, 3408
3316, 725, 3417
3320, 720, 3408
3324, 720, 3409
3328, 720, 3408
3332, 722, 3413
3336, 722, 3415
3340, 720, 3408
3344, 721, 3408
3348, 721, 3408
3352, 721, 3415
3356, 723, 3424
3360, 719, 3408
3364, 720, 3408
3368, 721, 3411
3372, 721, 3417
3376, 722, 3411
3380, 720, 3408
3384, 720, 3408
3388, 720, 3410
3392, 722, 3409
3396, 722, 3415
3400, 720, 3408
3404, 721, 3408
3408, 720, 3408
3412, 720, 3412
3416, 723, 3414
3420, 720, 3408
3424, 720, 3408
3428, 722, 3408
3432, 721, 3408
3436, 724, 3419
3440, 720, 3408
3444, 720, 3408
3448, 720, 3408
3452, 720, 3413
3456, 724, 3414
3460, 720, 3408
3464, 720, 3409
3468, 721, 3410
3472, 721, 3415
3476, 724, 3418
3480, 721, 3407
3484, 720, 3415
3488, 721, 3410
3492, 721, 3413
3496, 723, 3421
3500, 721, 3408
3504, 720, 3408
3508, 720, 3408
3512, 722, 3409
3516, 723, 3417
3520, 719, 3405
3524, 720, 3408
3528, 721, 3408
3532, 720, 3410
3536, 723, 3418
3540, 725, 3409
3544, 720, 3407
3548, 721, 3411
3552, 721, 3413
3556, 725, 3415
3560, 720, 3409
3564, 720, 3408
3568, 720, 3408
3572, 722, 3415
3576, 722, 3421
3580, 720, 3408
3584, 720, 3405
3588, 720, 3410
3592, 721, 3417
3596, 723, 3415
3600, 720, 3408
3604, 718, 3408
3608, 724, 3414
3612, 720, 3414
3616, 722, 3409
3620, 720, 3408
3624, 720, 3409
3628, 721, 3409
3632, 721, 3415
3636, 727, 3415
3640, 720, 3408
3644, 720, 3406
3648, 721, 3409
3652, 721, 3410
3656, 726, 3412
3660, 720, 3407
3664, 720, 3408
3668, 721, 3408
3672, 720, 3414
3676, 725, 3413
3680, 721, 3405
3684, 720, 3405
3688, 720, 3408
3692, 720, 3410
3696, 725, 3415
3700, 720, 3409
3704, 720, 3408
3708, 720, 3408
3712, 721, 3410
3716, 726, 3418
3720, 720, 3407
3724, 720, 3409
3728, 724, 3410
3732, 721, 3415
3736, 722, 3418
3740, 720, 3406
3744, 720, 3408
3748, 720, 3408
3752, 721, 3411
3756, 723, 3418
3760, 718, 3409
3764, 720, 3410
3768, 720, 3409
3772, 720, 3408
3776, 722, 3418
3780, 721, 3408
3784, 720, 3408
3788, 721, 3408
3792, 721, 3410
3796, 723, 3417
3800, 720, 3408
3804, 720, 3408
3808, 721, 3408
3812, 721, 3412
3816, 725, 3421
3820, 722, 3407
3824, 720, 3405
3828, 721, 3410
3832, 723, 3409
3836, 722, 3413
3840, 720, 3405
3844, 720, 3408
3848, 720, 3408
3852, 723, 3409
3856, 722, 3414
3860, 719, 3403
3864, 720, 3406
3868, 721, 3408
3872, 721, 3408
3876, 725, 3414
3880, 720, 3409
3884, 720, 3410
3888, 721, 3411
3892, 721, 3411
3896, 722, 3415
3900, 720, 3408
3904, 720, 3408
3908, 720, 3408
3912, 720, 3411
3916, 728, 3421
3920, 719, 3405
3924, 720, 3407
3928, 722, 3408
3932, 722, 3409
3936, 724, 3411
3940, 719, 3408
3944, 721, 3407
3948, 720, 3409
3952, 721, 3413
3956, 723, 3414
3960, 720, 3401
3964, 720, 3408
3968, 720, 3408
3972, 723, 3410
3976, 724, 3420
3980, 720, 3408
3984, 721, 3407
3988, 721, 3408
3992, 722, 3415
3996, 725, 3417
4000, 720, 3408
4004, 720, 3408
4008, 722, 3408
4012, 721, 3415
4016, 725, 3415
4020, 720, 3408
4024, 720, 3408
4028, 721, 3408
4032, 720, 3411
4036, 723, 3415
4040, 720, 3408
4044, 720, 3409
4048, 724, 3409
4052, 720, 3413
4056, 727, 3419
4060, 720, 3409
4064, 720, 3408
4068, 721, 3410
4072, 720, 3413
4076, 725, 3415
4080, 720, 3408
4084, 721, 3408
4088, 722, 3409
4092, 721, 3415
4096, 725, 3419
4100, 720, 3408
4104, 721, 3408
4108, 723, 3412
4112, 723, 3408
4116, 724, 3414
4120, 720, 3408
4124, 720, 3409
4128, 721, 3410
4132, 720, 3411
4136, 723, 3410
4140, 721, 3406
4144, 721, 3408
4148, 723, 3411
4152, 720, 3412
4156, 726, 3413
4160, 720, 3409
4164, 720, 3408
4168, 720, 3412
4172, 720, 3409
4176, 724, 3421
4180, 720, 3408
4184, 720, 3410
4188, 722, 3409
4192, 720, 3408
4196, 722, 3414
4200, 720, 3408
4204, 722, 3408
4208, 720, 3411
4212, 722, 3414
4216, 723, 3415
4220, 720, 3407
4224, 720, 3408
4228, 721, 3409
4232, 720, 3408
4236, 725, 3411
4240, 720, 3406
4244, 720, 3408
4248, 720, 3410
4252, 720, 3411
4256, 723, 3418
4260, 720, 3408
4264, 720, 3408
4268, 720, 3408
4272, 720, 3413
4276, 724, 3413
4280, 720, 3409
4284, 720, 3411
4288, 721, 3410
4292, 721, 3414
4296, 725, 3415
4300, 720, 3408
4304, 720, 3405
4308, 722, 3411
4312, 722, 3410
4316, 723, 3422
4320, 721, 3412
4324, 720, 3408
4328, 720, 3410
4332, 721, 3413
4336, 720, 3417
4340, 720, 3408
4344, 720, 3406
4348, 721, 3409
4352, 721, 3409
4356, 723, 3415
4360, 720, 3408
4364, 720, 3405
4368, 720, 3410
4372, 721, 3415
4376, 724, 3413
4380, 720, 3408
4384, 720, 3408
4388, 720, 3410
4392, 720, 3410
4396, 722, 3414
4400, 720, 3408
4404, 721, 3410
4408, 720, 3411
4412, 720, 3411
4416, 722, 3419
4420, 721, 3408
4424, 721, 3408
4428, 721, 3408
4432, 720, 3410
4436, 726, 3412
4440, 720, 3408
4444, 720, 3408
4448, 721, 3408
4452, 722, 3408
4456, 722, 3414
4460, 719, 3408
4464, 721, 3409
4468, 720, 3410
4472, 722, 3408
4476, 725, 3410
4480, 720, 3408
4484, 720, 3408
4488, 721, 3408
4492, 721, 3410
4496, 724, 3410
4500, 720, 3408
4504, 720, 3406
4508, 720, 3408
4512, 722, 3410
4516, 725, 3413
4520, 720, 3408
4524, 720, 3408
4528, 721, 3408
4532, 725, 3411
4536, 723, 3421
4540, 720, 3408
4544, 720, 3409
4548, 723, 3410
4552, 720, 3409
4556, 726, 3415
4560, 720, 3397
4564, 720, 3408
4568, 721, 3409
4572, 722, 3408
4576, 723, 3413
4580, 720, 3406
4584, 720, 3408
4588, 720, 3409
4592, 723, 3406
4596, 725, 3414
4600, 720, 3407
4604, 720, 3408
4608, 723, 3411
4612, 722, 3413
4616, 721, 3417
4620, 720, 3408
4624, 720, 3403
4628, 720, 3411
4632, 723, 3410
4636, 723, 3413
4640, 720, 3409
4644, 720, 3408
4648, 721, 3411
4652, 720, 3410
4656, 722, 3412
4660, 720, 3409
4664, 720, 3408
4668, 719, 3408
4672, 720, 3410
4676, 725, 3415
4680, 720, 3408
4684, 720, 3408
4688, 722, 3408
4692, 720, 3410
4696, 725, 3417
4700, 720, 3408
4704, 720, 3407
4708, 720, 3410
4712, 721, 3414
4716, 722, 3415
4720, 720, 3405
4724, 720, 3403
4728, 721, 3411
4732, 722, 3411
4736, 725, 3415
4740, 720, 3407
4744, 720, 3408
4748, 720, 3409
4752, 720, 3408
4756, 723, 3419
4760, 720, 3408
4764, 720, 3407
4768, 721, 3408
4772, 720, 3410
4776, 725, 3421
4780, 720, 3408
4784, 720, 3408
4788, 721, 3408
4792, 720, 3411
4796, 723, 3413
4800, 721, 3408
4804, 721, 3408
4808, 721, 3408
4812, 723, 3415
4816, 723, 3409
4820, 720, 3407
4824, 720, 3408
4828, 721, 3410
4832, 720, 3413
4836, 722, 3412
4840, 722, 3408
4844, 720, 3407
4848, 720, 3412
4852, 722, 3412
4856, 722, 3414
4860, 720, 3408
4864, 720, 3406
4868, 721, 3409
4872, 720, 3410
4876, 723, 3418
4880, 720, 3408
4884, 720, 3408
4888, 722, 3408
4892, 723, 3408
4896, 724, 3415
4900, 720, 3408
4904, 720, 3408
4908, 720, 3410
4912, 721, 3408
4916, 724, 3418
4920, 721, 3408
4924, 720, 3408
4928, 720, 3411
4932, 720, 3410
4936, 723, 3412
4940, 720, 3408
4944, 720, 3407
4948, 722, 3408
4952, 723, 3412
4956, 723, 3414
4960, 720, 3408
4964, 720, 3408
4968, 720, 3408
4972, 723, 3409
4976, 725, 3415
4980, 720, 3409
4984, 720, 3408
4988, 720, 3408
4992, 723, 3416
4996, 725, 3413
5000, 721, 3408
5004, 720, 3408
5008, 720, 3409
5012, 723, 3408
5016, 723, 3418
5020, 720, 3407
5024, 720, 3408
5028, 721, 3415
5032, 720, 3408
5036, 726, 3414
5040, 721, 3408
5044, 720, 3408
5048, 720, 3408
5052, 722, 3410
5056, 725, 3410
5060, 719, 3409
5064, 720, 3409
5068, 720, 3409
5072, 722, 3410
5076, 723, 3417
5080, 720, 3406
5084, 720, 3407
5088, 721, 3409
5092, 721, 3409
5096, 723, 3414
5100, 720, 3406
5104, 720, 3407
5108, 721, 3410
5112, 721, 3409
5116, 723, 3413
5120, 720, 3407
5124, 722, 3407
5128, 721, 3407
5132, 721, 3412
5136, 721, 3413
5140, 720, 3408
5144, 720, 3410
5148, 720, 3410
5152, 720, 3411
5156, 725, 3418
5160, 720, 3408
5164, 720, 3408
5168, 721, 3410
5172, 721, 3409
5176, 725, 3415
5180, 720, 3408
5184, 720, 3408
5188, 720, 3407
5192, 720, 3413
5196, 723, 3411
5200, 720, 3409
5204, 720, 3408
5208, 722, 3414
5212, 721, 3411
5216, 731, 3415
5220, 720, 3407
5224, 720, 3406
5228, 721, 3412
5232, 722, 3409
5236, 722, 3419
5240, 720, 3408
5244, 720, 3408
5248, 721, 3411
5252, 720, 3413
5256, 725, 3411
5260, 720, 3408
5264, 720, 3407
5268, 721, 3407
5272, 721, 3414
5276, 725, 3413
5280, 720, 3408
5284, 720, 3408
5288, 721, 3408
5292, 721, 3411
5296, 722, 3415
5300, 720, 3407
5304, 720, 3405
5308, 721, 3409
5312, 722, 3410
5316, 725, 3414
5320, 721, 3408
5324, 720, 3405
5328, 722, 3410
5332, 720, 3409
5336, 724, 3413
5340, 720, 3407
5344, 720, 3408
5348, 723, 3411
5352, 721, 3408
5356, 723, 3413
5360, 720, 3408
5364, 720, 3408
5368, 722, 3411
5372, 721, 3408
5376, 726, 3420
5380, 720, 3408
5384, 721, 3407
5388, 724, 3410
5392, 721, 3409
5396, 725, 3414
5400, 720, 3403
5404, 720, 3408
5408, 720, 3409
5412, 720, 3411
5416, 722, 3414
5420, 720, 3408
5424, 720, 3407
5428, 721, 3408
5432, 721, 3411
5436, 724, 3412
5440, 720, 3411
5444, 720, 3408
5448, 725, 3411
5452, 721, 3409
5456, 723, 3411
5460, 720, 3409
5464, 720, 3408
5468, 720, 3408
5472, 721, 3408
5476, 726, 3418
5480, 720, 3409
5484, 720, 3407
5488, 721, 3408
5492, 720, 3411
5496, 723, 3414
5500, 720, 3407
5504, 720, 3405
5508, 721, 3408
5512, 721, 3412
5516, 722, 3414
5520, 720, 3407
5524, 719, 3409
5528, 724, 3413
5532, 721, 3409
5536, 721, 3414
5540, 720, 3408
5544, 720, 3408
5548, 721, 3410
5552, 721, 3408
5556, 722, 3415
5560, 720, 3408
5564, 719, 3408
5568, 723, 3407
5572, 720, 3408
5576, 725, 3414
5580, 720, 3408
5584, 720, 3408
5588, 723, 3408
5592, 721, 3408
5596, 723, 3413
5600, 723, 3408
5604, 720, 3406
5608, 722, 3408
5612, 722, 3409
5616, 723, 3418
5620, 720, 3408
5624, 720, 3408
5628, 722, 3410
5632, 720, 3408
5636, 725, 3415
5640, 720, 3408
5644, 720, 3408
5648, 723, 3409
5652, 721, 3415
5656, 724, 3415
5660, 720, 3408
5664, 720, 3407
5668, 722, 3410
5672, 722, 3410
5676, 725, 3415
5680, 719, 3408
5684, 720, 3410
5688, 721, 3410
5692, 722, 3413
5696, 722, 3419
5700, 720, 3405
5704, 720, 3408
5708, 721, 3411
