time, value, value2
1328952, 2258, 2572
1328956, 2261, 2573
1328960, 2261, 2575
1328964, 2263, 2576
1328968, 2256, 2571
1328972, 2259, 2574
1328976, 2259, 2573
1328980, 2259, 2576
1328984, 2261, 2578
1328988, 2257, 2570
1328992, 2256, 2571
1328996, 2258, 2573
1329000, 2257, 2576
1329004, 2263, 2578
1329008, 2256, 2569
1329012, 2257, 2572
1329016, 2258, 2573
1329020, 2258, 2576
1329024, 2262, 2577
1329028, 2258, 2573
1329032, 2257, 2573
1329036, 2257, 2573
1329040, 2264, 2575
1329044, 2262, 2576
1329048, 2258, 2571
1329052, 2257, 2574
1329056, 2257, 2571
1329060, 2258, 2576
1329064, 2263, 2578
1329068, 2256, 2571
1329072, 2258, 2570
1329076, 2257, 2573
1329080, 2257, 2576
1329084, 2262, 2576
1329088, 2256, 2571
1329092, 2257, 2572
1329096, 2258, 2573
1329100, 2259, 2575
1329104, 2261, 2576
1329108, 2258, 2571
1329112, 2256, 2571
1329116, 2257, 2573
1329120, 2261, 2576
1329124, 2263, 2577
1329128, 2256, 2569
1329132, 2258, 2573
1329136, 2257, 2571
1329140, 2261, 2576
1329144, 2262, 2577
1329148, 2257, 2567
1329152, 2257, 2571
1329156, 2259, 2574
1329160, 2259, 2576
1329164, 2261, 2576
1329168, 2256, 2571
1329172, 2256, 2573
1329176, 2257, 2569
1329180, 2260, 2575
1329184, 2261, 2576
1329188, 2257, 2569
1329192, 2257, 2573
1329196, 2259, 2571
1329200, 2261, 2576
1329204, 2263, 2576
1329208, 2257, 2571
1329212, 2259, 2571
1329216, 2257, 2573
1329220, 2261, 2575
1329224, 2264, 2576
1329228, 2257, 2569
1329232, 2257, 2572
1329236, 2258, 2574
1329240, 2262, 2576
1329244, 2262, 2576
1329248, 2256, 2571
1329252, 2257, 2572
1329256, 2259, 2572
1329260, 2261, 2576
1329264, 2265, 2577
1329268, 2257, 2571
1329272, 2262, 2574
1329276, 2258, 2573
1329280, 2261, 2576
1329284, 2260, 2576
1329288, 2256, 2571
1329292, 2258, 2572
1329296, 2259, 2573
1329300, 2259, 2575
1329304, 2261, 2576
1329308, 2257, 2569
1329312, 2258, 2571
1329316, 2258, 2575
1329320, 2261, 2576
1329324, 2263, 2577
1329328, 2256, 2567
1329332, 2258, 2570
1329336, 2257, 2571
1329340, 2259, 2576
1329344, 2263, 2577
1329348, 2256, 2569
1329352, 2258, 2571
1329356, 2256, 2571
1329360, 2259, 2576
1329364, 2259, 2576
1329368, 2256, 2569
1329372, 2257, 2571
1329376, 2258, 2573
1329380, 2258, 2572
1329384, 2262, 2576
1329388, 2256, 2569
1329392, 2259, 2571
1329396, 2257, 2573
1329400, 2260, 2576
1329404, 2263, 2576
1329408, 2257, 2569
1329412, 2257, 2575
1329416, 2256, 2572
1329420, 2263, 2576
1329424, 2262, 2576
1329428, 2256, 2571
1329432, 2261, 2573
1329436, 2259, 2573
1329440, 2261, 2576
1329444, 2263, 2577
1329448, 2256, 2570
1329452, 2259, 2573
1329456, 2258, 2571
1329460, 2261, 2576
1329464, 2261, 2576
1329468, 2256, 2570
1329472, 2256, 2573
1329476, 2259, 2573
1329480, 2263, 2576
1329484, 2263, 2576
1329488, 2257, 2569
1329492, 2257, 2572
1329496, 2258, 2574
1329500, 2260, 2575
1329504, 2263, 2576
1329508, 2257, 2569
1329512, 2258, 2574
1329516, 2258, 2573
1329520, 2259, 2576
1329524, 2261, 2576
1329528, 2256, 2571
1329532, 2256, 2573
1329536, 2258, 2575
1329540, 2259, 2575
1329544, 2262, 2576
1329548, 2256, 2570
1329552, 2256, 2573
1329556, 2259, 2573
1329560, 2258, 2575
1329564, 2263, 2576
1329568, 2257, 2571
1329572, 2257, 2571
1329576, 2258, 2574
1329580, 2260, 2576
1329584, 2263, 2576
1329588, 2257, 2571
1329592, 2258, 2575
1329596, 2259, 2573
1329600, 2258, 2575
1329604, 2263, 2576
1329608, 2257, 2571
1329612, 2258, 2573
1329616, 2258, 2571
1329620, 2261, 2575
1329624, 2258, 2575
1329628, 2256, 2568
1329632, 2256, 2572
1329636, 2256, 2572
1329640, 2259, 2575
1329644, 2263, 2575
1329648, 2256, 2571
1329652, 2258, 2571
1329656, 2258, 2576
1329660, 2259, 2574
1329664, 2258, 2576
1329668, 2256, 2569
1329672, 2257, 2571
1329676, 2257, 2573
1329680, 2259, 2575
1329684, 2262, 2576
1329688, 2258, 2570
1329692, 2257, 2572
1329696, 2258, 2573
1329700, 2259, 2576
1329704, 2261, 2576
1329708, 2256, 2569
1329712, 2256, 2570
1329716, 2258, 2574
1329720, 2261, 2576
1329724, 2262, 2577
1329728, 2257, 2570
1329732, 2256, 2571
1329736, 2258, 2572
1329740, 2257, 2575
1329744, 2263, 2577
1329748, 2257, 2567
1329752, 2258, 2571
1329756, 2258, 2572
1329760, 2260, 2575
1329764, 2263, 2576
1329768, 2257, 2567
1329772, 2256, 2573
1329776, 2256, 2573
1329780, 2260, 2573
1329784, 2261, 2577
1329788, 2257, 2571
1329792, 2258, 2570
1329796, 2258, 2573
1329800, 2259, 2576
1329804, 2262, 2576
1329808, 2256, 2570
1329812, 2259, 2573
1329816, 2258, 2571
1329820, 2259, 2574
1329824, 2263, 2576
1329828, 2256, 2567
1329832, 2257, 2572
1329836, 2257, 2571
1329840, 2260, 2575
1329844, 2262, 2576
1329848, 2257, 2572
1329852, 2257, 2567
1329856, 2259, 2571
1329860, 2258, 2573
1329864, 2261, 2576
1329868, 2257, 2571
1329872, 2256, 2571
1329876, 2259, 2571
1329880, 2260, 2575
1329884, 2261, 2577
1329888, 2257, 2567
1329892, 2256, 2571
1329896, 2258, 2572
1329900, 2259, 2575
1329904, 2261, 2577
1329908, 2258, 2571
1329912, 2257, 2574
1329916, 2259, 2574
1329920, 2260, 2576
1329924, 2263, 2576
1329928, 2256, 2570
1329932, 2257, 2571
1329936, 2258, 2573
1329940, 2258, 2575
1329944, 2262, 2578
1329948, 2256, 2571
1329952, 2256, 2574
1329956, 2262, 2575
1329960, 2259, 2575
1329964, 2263, 2576
1329968, 2258, 2570
1329972, 2257, 2573
1329976, 2257, 2571
1329980, 2258, 2574
1329984, 2262, 2576
1329988, 2257, 2570
1329992, 2258, 2572
1329996, 2257, 2571
1330000, 2256, 2575
1330004, 2265, 2576
1330008, 2258, 2571
1330012, 2257, 2570
1330016, 2258, 2573
1330020, 2259, 2574
1330024, 2265, 2578
1330028, 2256, 2571
1330032, 2256, 2570
1330036, 2259, 2572
1330040, 2259, 2575
1330044, 2262, 2576
1330048, 2256, 2572
1330052, 2257, 2574
1330056, 2259, 2574
1330060, 2261, 2575
1330064, 2265, 2576
1330068, 2258, 2569
1330072, 2259, 2571
1330076, 2258, 2571
1330080, 2258, 2575
1330084, 2262, 2577
1330088, 2258, 2569
1330092, 2257, 2573
1330096, 2257, 2573
1330100, 2259, 2576
1330104, 2263, 2577
1330108, 2256, 2571
1330112, 2257, 2572
1330116, 2259, 2576
1330120, 2259, 2575
1330124, 2263, 2578
1330128, 2256, 2570
1330132, 2258, 2571
1330136, 2257, 2574
1330140, 2260, 2575
1330144, 2261, 2576
1330148, 2258, 2571
1330152, 2257, 2574
1330156, 2258, 2573
1330160, 2258, 2576
1330164, 2263, 2579
1330168, 2257, 2571
1330172, 2258, 2571
1330176, 2259, 2573
1330180, 2261, 2575
1330184, 2262, 2577
1330188, 2256, 2570
1330192, 2257, 2573
1330196, 2260, 2574
1330200, 2259, 2576
1330204, 2263, 2576
1330208, 2256, 2571
1330212, 2258, 2570
1330216, 2260, 2571
1330220, 2260, 2576
1330224, 2262, 2576
1330228, 2257, 2571
1330232, 2257, 2573
1330236, 2259, 2573
1330240, 2259, 2576
1330244, 2263, 2576
1330248, 2256, 2571
1330252, 2257, 2571
1330256, 2259, 2573
1330260, 2260, 2575
1330264, 2261, 2576
1330268, 2257, 2573
1330272, 2257, 2571
1330276, 2257, 2573
1330280, 2261, 2576
1330284, 2261, 2576
1330288, 2256, 2571
1330292, 2256, 2571
1330296, 2256, 2574
1330300, 2260, 2576
1330304, 2265, 2578
1330308, 2255, 2570
1330312, 2258, 2573
1330316, 2259, 2571
1330320, 2260, 2575
1330324, 2259, 2576
1330328, 2257, 2572
1330332, 2258, 2573
1330336, 2261, 2575
1330340, 2259, 2575
1330344, 2263, 2576
1330348, 2257, 2571
1330352, 2258, 2574
1330356, 2258, 2574
1330360, 2258, 2575
1330364, 2263, 2576
1330368, 2257, 2572
1330372, 2256, 2571
1330376, 2259, 2573
1330380, 2259, 2573
1330384, 2262, 2577
1330388, 2256, 2569
1330392, 2257, 2573
1330396, 2259, 2575
1330400, 2259, 2576
1330404, 2261, 2576
1330408, 2256, 2570
1330412, 2256, 2572
1330416, 2258, 2576
1330420, 2261, 2576
1330424, 2256, 2577
1330428, 2257, 2572
1330432, 2259, 2573
1330436, 2260, 2575
1330440, 2258, 2576
1330444, 2263, 2576
1330448, 2257, 2572
1330452, 2257, 2567
1330456, 2259, 2573
1330460, 2261, 2576
1330464, 2263, 2577
1330468, 2256, 2572
1330472, 2257, 2572
1330476, 2256, 2574
1330480, 2259, 2576
1330484, 2262, 2577
1330488, 2256, 2573
1330492, 2256, 2571
1330496, 2258, 2575
1330500, 2258, 2575
1330504, 2262, 2577
1330508, 2256, 2570
1330512, 2256, 2571
1330516, 2260, 2574
1330520, 2260, 2575
1330524, 2262, 2577
1330528, 2258, 2570
1330532, 2256, 2571
1330536, 2263, 2574
1330540, 2261, 2575
1330544, 2267, 2577
1330548, 2256, 2571
1330552, 2258, 2571
1330556, 2259, 2573
1330560, 2259, 2575
1330564, 2262, 2577
1330568, 2257, 2573
1330572, 2257, 2571
1330576, 2262, 2574
1330580, 2262, 2575
1330584, 2263, 2576
1330588, 2257, 2570
1330592, 2259, 2575
1330596, 2258, 2576
1330600, 2261, 2575
1330604, 2263, 2577
1330608, 2257, 2570
1330612, 2256, 2572
1330616, 2258, 2574
1330620, 2258, 2575
1330624, 2262, 2576
1330628, 2258, 2571
1330632, 2257, 2571
1330636, 2257, 2574
1330640, 2259, 2574
1330644, 2262, 2577
1330648, 2257, 2571
1330652, 2257, 2572
1330656, 2257, 2574
1330660, 2259, 2576
1330664, 2263, 2576
1330668, 2256, 2571
1330672, 2257, 2573
1330676, 2259, 2574
1330680, 2259, 2574
1330684, 2262, 2576
1330688, 2257, 2571
1330692, 2257, 2574
1330696, 2259, 2573
1330700, 2262, 2575
1330704, 2261, 2576
1330708, 2256, 2571
1330712, 2256, 2573
1330716, 2260, 2574
1330720, 2261, 2576
1330724, 2261, 2577
1330728, 2257, 2571
1330732, 2256, 2573
1330736, 2259, 2575
1330740, 2261, 2576
1330744, 2262, 2578
1330748, 2256, 2570
1330752, 2256, 2571
1330756, 2256, 2573
1330760, 2259, 2575
1330764, 2259, 2576
1330768, 2256, 2571
1330772, 2256, 2571
1330776, 2260, 2573
1330780, 2259, 2574
1330784, 2262, 2576
1330788, 2257, 2571
1330792, 2258, 2571
1330796, 2259, 2573
1330800, 2259, 2575
1330804, 2261, 2577
1330808, 2257, 2571
1330812, 2258, 2571
1330816, 2259, 2574
1330820, 2258, 2575
1330824, 2262, 2576
1330828, 2256, 2571
1330832, 2257, 2572
1330836, 2259, 2574
1330840, 2259, 2576
1330844, 2262, 2577
1330848, 2258, 2570
1330852, 2257, 2572
1330856, 2259, 2574
1330860, 2259, 2575
1330864, 2261, 2576
1330868, 2256, 2573
1330872, 2256, 2573
1330876, 2259, 2574
1330880, 2257, 2573
1330884, 2263, 2577
1330888, 2257, 2571
1330892, 2257, 2571
1330896, 2259, 2575
1330900, 2259, 2571
1330904, 2260, 2576
1330908, 2256, 2573
1330912, 2256, 2570
1330916, 2259, 2575
1330920, 2259, 2575
1330924, 2263, 2576
1330928, 2259, 2571
1330932, 2256, 2571
1330936, 2257, 2574
1330940, 2259, 2574
1330944, 2261, 2576
1330948, 2257, 2570
1330952, 2256, 2569
1330956, 2256, 2575
1330960, 2260, 2573
1330964, 2261, 2576
1330968, 2256, 2570
1330972, 2256, 2570
1330976, 2257, 2575
1330980, 2259, 2575
1330984, 2259, 2576
1330988, 2259, 2571
1330992, 2256, 2570
1330996, 2259, 2574
1331000, 2259, 2574
1331004, 2260, 2575
1331008, 2256, 2571
1331012, 2256, 2573
1331016, 2261, 2575
1331020, 2258, 2576
1331024, 2261, 2576
1331028, 2257, 2570
1331032, 2256, 2571
1331036, 2257, 2571
1331040, 2259, 2574
1331044, 2262, 2578
1331048, 2257, 2570
1331052, 2256, 2573
1331056, 2258, 2575
1331060, 2261, 2575
1331064, 2262, 2578
1331068, 2256, 2570
1331072, 2256, 2571
1331076, 2262, 2575
1331080, 2262, 2576
1331084, 2262, 2576
1331088, 2258, 2571
1331092, 2258, 2571
1331096, 2258, 2575
1331100, 2259, 2576
1331104, 2262, 2576
1331108, 2257, 2573
1331112, 2259, 2571
1331116, 2259, 2574
1331120, 2261, 2574
1331124, 2267, 2576
1331128, 2258, 2571
1331132, 2256, 2572
1331136, 2259, 2575
1331140, 2258, 2575
1331144, 2263, 2577
1331148, 2256, 2573
1331152, 2256, 2571
1331156, 2258, 2575
1331160, 2263, 2574
1331164, 2262, 2577
1331168, 2257, 2571
1331172, 2258, 2570
1331176, 2258, 2573
1331180, 2259, 2575
1331184, 2263, 2576
1331188, 2258, 2573
1331192, 2257, 2571
1331196, 2258, 2575
1331200, 2259, 2574
1331204, 2262, 2576
1331208, 2257, 2571
1331212, 2258, 2572
1331216, 2259, 2573
1331220, 2260, 2576
1331224, 2261, 2576
1331228, 2256, 2571
1331232, 2257, 2569
1331236, 2256, 2575
1331240, 2259, 2576
1331244, 2260, 2576
1331248, 2257, 2571
1331252, 2257, 2573
1331256, 2260, 2575
1331260, 2259, 2576
1331264, 2261, 2576
1331268, 2257, 2571
1331272, 2257, 2570
1331276, 2259, 2575
1331280, 2259, 2575
1331284, 2261, 2576
1331288, 2255, 2571
1331292, 2256, 2571
1331296, 2260, 2573
1331300, 2259, 2575
1331304, 2261, 2576
1331308, 2256, 2571
1331312, 2257, 2571
1331316, 2259, 2575
1331320, 2257, 2576
1331324, 2261, 2576
1331328, 2257, 2571
1331332, 2258, 2571
1331336, 2257, 2575
1331340, 2259, 2575
1331344, 2267, 2577
1331348, 2257, 2571
1331352, 2256, 2572
1331356, 2261, 2574
1331360, 2259, 2574
1331364, 2263, 2576
1331368, 2257, 2570
1331372, 2258, 2572
1331376, 2263, 2574
1331380, 2257, 2575
1331384, 2258, 2577
1331388, 2257, 2570
1331392, 2258, 2572
1331396, 2260, 2576
1331400, 2259, 2575
1331404, 2266, 2576
1331408, 2263, 2570
1331412, 2259, 2573
1331416, 2258, 2575
1331420, 2258, 2576
1331424, 2263, 2576
1331428, 2259, 2569
1331432, 2257, 2573
1331436, 2258, 2575
1331440, 2258, 2574
1331444, 2265, 2576
1331448, 2256, 2570
1331452, 2257, 2571
1331456, 2257, 2575
1331460, 2259, 2575
1331464, 2261, 2576
1331468, 2256, 2571
1331472, 2258, 2571
1331476, 2261, 2576
1331480, 2259, 2575
1331484, 2263, 2577
1331488, 2257, 2571
1331492, 2258, 2573
1331496, 2258, 2575
1331500, 2258, 2576
1331504, 2261, 2576
1331508, 2256, 2572
1331512, 2257, 2571
1331516, 2260, 2575
1331520, 2260, 2575
1331524, 2262, 2576
1331528, 2258, 2570
1331532, 2256, 2571
1331536, 2261, 2575
1331540, 2259, 2573
1331544, 2263, 2576
1331548, 2256, 2570
1331552, 2259, 2569
1331556, 2257, 2576
1331560, 2260, 2574
1331564, 2265, 2576
1331568, 2257, 2571
1331572, 2256, 2569
1331576, 2259, 2575
1331580, 2262, 2575
1331584, 2260, 2576
1331588, 2257, 2571
1331592, 2256, 2573
1331596, 2259, 2575
1331600, 2258, 2576
1331604, 2262, 2577
1331608, 2258, 2572
1331612, 2257, 2571
1331616, 2261, 2575
1331620, 2259, 2576
1331624, 2260, 2578
1331628, 2258, 2570
1331632, 2256, 2572
1331636, 2259, 2574
1331640, 2257, 2573
1331644, 2259, 2576
1331648, 2256, 2572
1331652, 2259, 2571
1331656, 2262, 2573
1331660, 2257, 2575
1331664, 2262, 2576
1331668, 2256, 2571
1331672, 2256, 2573
1331676, 2259, 2575
1331680, 2261, 2576
1331684, 2260, 2576
1331688, 2256, 2571
1331692, 2257, 2572
1331696, 2259, 2574
1331700, 2261, 2575
1331704, 2262, 2576
1331708, 2257, 2573
1331712, 2258, 2572
1331716, 2258, 2575
1331720, 2258, 2575
1331724, 2262, 2577
1331728, 2257, 2570
1331732, 2257, 2572
1331736, 2258, 2573
1331740, 2256, 2573
1331744, 2260, 2576
1331748, 2257, 2569
1331752, 2258, 2571
1331756, 2257, 2574
1331760, 2258, 2575
1331764, 2261, 2577
1331768, 2257, 2574
1331772, 2257, 2573
1331776, 2256, 2574
1331780, 2259, 2576
1331784, 2261, 2576
1331788, 2257, 2571
1331792, 2257, 2571
1331796, 2258, 2574
1331800, 2259, 2574
1331804, 2262, 2576
1331808, 2257, 2569
1331812, 2258, 2569
1331816, 2259, 2574
1331820, 2259, 2571
1331824, 2266, 2576
1331828, 2256, 2571
1331832, 2256, 2571
1331836, 2259, 2575
1331840, 2257, 2575
1331844, 2262, 2576
1331848, 2256, 2574
1331852, 2257, 2573
1331856, 2258, 2575
1331860, 2259, 2576
1331864, 2261, 2576
1331868, 2257, 2570
1331872, 2257, 2572
1331876, 2259, 2574
1331880, 2259, 2573
1331884, 2261, 2576
1331888, 2257, 2571
1331892, 2256, 2570
1331896, 2259, 2574
1331900, 2257, 2576
1331904, 2260, 2576
1331908, 2257, 2574
1331912, 2256, 2571
1331916, 2259, 2574
1331920, 2259, 2574
1331924, 2263, 2576
1331928, 2257, 2571
1331932, 2256, 2574
1331936, 2259, 2573
1331940, 2261, 2575
1331944, 2262, 2576
1331948, 2256, 2571
1331952, 2256, 2573
1331956, 2261, 2573
1331960, 2259, 2573
1331964, 2262, 2576
1331968, 2256, 2571
1331972, 2256, 2571
1331976, 2262, 2574
1331980, 2259, 2575
1331984, 2261, 2577
1331988, 2257, 2570
1331992, 2256, 2571
1331996, 2261, 2575
1332000, 2258, 2575
1332004, 2262, 2577
1332008, 2259, 2571
1332012, 2257, 2572
1332016, 2258, 2574
1332020, 2261, 2575
1332024, 2262, 2578
1332028, 2256, 2567
1332032, 2257, 2572
1332036, 2260, 2573
1332040, 2258, 2575
1332044, 2261, 2576
1332048, 2256, 2571
1332052, 2256, 2569
1332056, 2259, 2575
1332060, 2262, 2576
1332064, 2263, 2576
1332068, 2257, 2573
1332072, 2257, 2571
1332076, 2261, 2574
1332080, 2257, 2575
1332084, 2262, 2576
1332088, 2257, 2571
1332092, 2258, 2570
1332096, 2259, 2574
1332100, 2257, 2574
1332104, 2263, 2576
1332108, 2257, 2571
1332112, 2256, 2571
1332116, 2259, 2574
1332120, 2257, 2575
1332124, 2263, 2576
1332128, 2257, 2574
1332132, 2256, 2569
1332136, 2259, 2574
1332140, 2258, 2574
1332144, 2261, 2576
1332148, 2258, 2571
1332152, 2257, 2571
1332156, 2260, 2575
1332160, 2261, 2575
1332164, 2261, 2576
1332168, 2256, 2570
1332172, 2256, 2571
1332176, 2260, 2574
1332180, 2260, 2576
1332184, 2263, 2576
1332188, 2257, 2570
1332192, 2258, 2571
1332196, 2258, 2575
1332200, 2259, 2575
1332204, 2261, 2576
1332208, 2256, 2571
1332212, 2256, 2570
1332216, 2259, 2575
1332220, 2259, 2575
1332224, 2262, 2577
1332228, 2259, 2571
1332232, 2256, 2571
1332236, 2259, 2575
1332240, 2259, 2576
1332244, 2262, 2576
1332248, 2258, 2571
1332252, 2257, 2569
1332256, 2261, 2572
1332260, 2258, 2575
1332264, 2262, 2582
1332268, 2257, 2571
1332272, 2259, 2571
1332276, 2256, 2574
1332280, 2258, 2575
1332284, 2261, 2576
1332288, 2256, 2572
1332292, 2257, 2571
1332296, 2260, 2574
1332300, 2257, 2574
1332304, 2261, 2576
1332308, 2257, 2571
1332312, 2256, 2567
1332316, 2258, 2574
1332320, 2258, 2574
1332324, 2262, 2576
1332328, 2256, 2570
1332332, 2256, 2569
1332336, 2259, 2574
1332340, 2259, 2573
1332344, 2261, 2576
1332348, 2256, 2572
1332352, 2258, 2571
1332356, 2261, 2574
1332360, 2259, 2576
1332364, 2261, 2576
1332368, 2257, 2569
1332372, 2259, 2569
1332376, 2259, 2576
1332380, 2259, 2574
1332384, 2260, 2577
1332388, 2257, 2570
1332392, 2257, 2570
1332396, 2261, 2574
1332400, 2258, 2574
1332404, 2261, 2576
1332408, 2258, 2572
1332412, 2257, 2558
1332416, 2256, 2576
1332420, 2256, 2575
1332424, 2258, 2576
1332428, 2259, 2570
1332432, 2256, 2573
1332436, 2258, 2575
1332440, 2261, 2575
1332444, 2261, 2576
1332448, 2258, 2571
1332452, 2258, 2569
1332456, 2258, 2574
1332460, 2257, 2573
1332464, 2260, 2575
1332468, 2256, 2571
1332472, 2257, 2572
1332476, 2260, 2576
1332480, 2260, 2573
1332484, 2263, 2576
1332488, 2258, 2569
1332492, 2256, 2571
1332496, 2261, 2576
1332500, 2259, 2575
1332504, 2260, 2576
1332508, 2256, 2573
1332512, 2256, 2571
1332516, 2259, 2575
1332520, 2258, 2575
1332524, 2261, 2576
1332528, 2257, 2572
1332532, 2256, 2570
1332536, 2260, 2575
1332540, 2258, 2570
1332544, 2260, 2576
1332548, 2257, 2570
1332552, 2257, 2571
1332556, 2259, 2574
1332560, 2256, 2574
1332564, 2262, 2576
1332568, 2257, 2573
1332572, 2259, 2571
1332576, 2259, 2575
1332580, 2259, 2575
1332584, 2261, 2576
1332588, 2258, 2570
1332592, 2256, 2574
1332596, 2260, 2574
1332600, 2258, 2575
1332604, 2261, 2576
1332608, 2257, 2572
1332612, 2257, 2570
1332616, 2259, 2575
1332620, 2258, 2576
1332624, 2261, 2576
1332628, 2257, 2571
1332632, 2258, 2571
1332636, 2259, 2576
1332640, 2259, 2574
1332644, 2263, 2577
1332648, 2257, 2573
1332652, 2256, 2569
1332656, 2258, 2575
1332660, 2257, 2574
1332664, 2262, 2577
1332668, 2258, 2571
1332672, 2257, 2570
1332676, 2259, 2576
1332680, 2259, 2574
1332684, 2260, 2576
1332688, 2256, 2571
1332692, 2256, 2571
1332696, 2259, 2575
1332700, 2260, 2571
1332704, 2260, 2575
1332708, 2257, 2569
1332712, 2256, 2571
