time, value, value2
4729008, 3220, 967
4729012, 3219, 965
4729016, 3223, 970
4729020, 3225, 973
4729024, 3227, 975
4729028, 3219, 969
4729032, 3222, 969
4729036, 3221, 967
4729040, 3222, 970
4729044, 3226, 976
4729048, 3219, 971
4729052, 3221, 969
4729056, 3221, 973
4729060, 3224, 975
4729064, 3225, 976
4729068, 3219, 965
4729072, 3218, 966
4729076, 3220, 971
4729080, 3223, 973
4729084, 3226, 976
4729088, 3218, 967
4729092, 3220, 966
4729096, 3226, 971
4729100, 3225, 973
4729104, 3225, 976
4729108, 3217, 967
4729112, 3217, 969
4729116, 3219, 974
4729120, 3221, 973
4729124, 3226, 976
4729128, 3220, 967
4729132, 3218, 969
4729136, 3219, 974
4729140, 3221, 974
4729144, 3227, 974
4729148, 3219, 964
4729152, 3218, 967
4729156, 3225, 971
4729160, 3219, 971
4729164, 3225, 975
4729168, 3216, 966
4729172, 3223, 967
4729176, 3221, 971
4729180, 3218, 973
4729184, 3226, 976
4729188, 3219, 970
4729192, 3222, 967
4729196, 3221, 974
4729200, 3223, 974
4729204, 3226, 976
4729208, 3217, 966
4729212, 3219, 973
4729216, 3217, 970
4729220, 3222, 975
4729224, 3229, 976
4729228, 3216, 966
4729232, 3220, 970
4729236, 3220, 972
4729240, 3221, 975
4729244, 3222, 974
4729248, 3219, 967
4729252, 3219, 966
4729256, 3218, 967
4729260, 3222, 971
4729264, 3222, 975
4729268, 3219, 970
4729272, 3217, 969
4729276, 3219, 969
4729280, 3218, 972
4729284, 3229, 976
4729288, 3221, 967
4729292, 3216, 965
4729296, 3219, 971
4729300, 3222, 973
4729304, 3227, 975
4729308, 3217, 967
4729312, 3217, 966
4729316, 3223, 970
4729320, 3221, 971
4729324, 3225, 976
4729328, 3219, 967
4729332, 3219, 967
4729336, 3222, 970
4729340, 3221, 973
4729344, 3228, 976
4729348, 3217, 967
4729352, 3219, 970
4729356, 3220, 971
4729360, 3223, 971
4729364, 3225, 976
4729368, 3218, 967
4729372, 3218, 967
4729376, 3222, 973
4729380, 3221, 973
4729384, 3226, 975
4729388, 3219, 967
4729392, 3217, 970
4729396, 3222, 973
4729400, 3223, 973
4729404, 3227, 977
4729408, 3218, 967
4729412, 3218, 966
4729416, 3221, 970
4729420, 3225, 973
4729424, 3227, 976
4729428, 3219, 967
4729432, 3217, 965
4729436, 3223, 970
4729440, 3221, 971
4729444, 3229, 976
4729448, 3219, 967
4729452, 3218, 967
4729456, 3223, 970
4729460, 3223, 973
4729464, 3227, 978
4729468, 3219, 967
4729472, 3221, 969
4729476, 3221, 970
4729480, 3219, 974
4729484, 3226, 976
4729488, 3222, 967
4729492, 3223, 968
4729496, 3225, 970
4729500, 3223, 973
4729504, 3227, 976
4729508, 3219, 969
4729512, 3218, 969
4729516, 3221, 971
4729520, 3227, 973
4729524, 3227, 976
4729528, 3217, 967
4729532, 3221, 969
4729536, 3220, 973
4729540, 3221, 971
4729544, 3225, 976
4729548, 3217, 965
4729552, 3219, 970
4729556, 3223, 974
4729560, 3221, 971
4729564, 3226, 976
4729568, 3219, 969
4729572, 3216, 969
4729576, 3221, 973
4729580, 3222, 970
4729584, 3225, 976
4729588, 3219, 966
4729592, 3218, 967
4729596, 3222, 970
4729600, 3220, 973
4729604, 3228, 976
4729608, 3219, 970
4729612, 3218, 967
4729616, 3223, 969
4729620, 3226, 973
4729624, 3225, 976
4729628, 3219, 967
4729632, 3218, 966
4729636, 3221, 973
4729640, 3223, 972
4729644, 3225, 976
4729648, 3221, 967
4729652, 3216, 967
4729656, 3223, 975
4729660, 3222, 973
4729664, 3222, 976
4729668, 3219, 965
4729672, 3221, 969
4729676, 3223, 972
4729680, 3223, 972
4729684, 3225, 975
4729688, 3225, 967
4729692, 3218, 967
4729696, 3223, 973
4729700, 3222, 970
4729704, 3227, 976
4729708, 3221, 965
4729712, 3219, 975
4729716, 3223, 971
4729720, 3221, 973
4729724, 3227, 970
4729728, 3219, 966
4729732, 3220, 969
4729736, 3221, 971
4729740, 3222, 973
4729744, 3227, 976
4729748, 3219, 967
4729752, 3224, 969
4729756, 3217, 971
4729760, 3223, 973
4729764, 3223, 976
4729768, 3217, 967
4729772, 3217, 967
4729776, 3225, 973
4729780, 3225, 970
4729784, 3227, 976
4729788, 3219, 967
4729792, 3218, 969
4729796, 3225, 971
4729800, 3220, 974
4729804, 3225, 977
4729808, 3219, 967
4729812, 3217, 964
4729816, 3226, 971
4729820, 3221, 974
4729824, 3228, 975
4729828, 3216, 970
4729832, 3219, 967
4729836, 3221, 973
4729840, 3223, 971
4729844, 3227, 976
4729848, 3218, 968
4729852, 3219, 970
4729856, 3221, 973
4729860, 3223, 974
4729864, 3227, 976
4729868, 3219, 971
4729872, 3219, 966
4729876, 3224, 972
4729880, 3217, 971
4729884, 3226, 973
4729888, 3219, 966
4729892, 3214, 967
4729896, 3221, 976
4729900, 3223, 971
4729904, 3229, 976
4729908, 3220, 971
4729912, 3218, 970
4729916, 3222, 972
4729920, 3222, 973
4729924, 3225, 976
4729928, 3219, 967
4729932, 3221, 967
4729936, 3223, 973
4729940, 3221, 967
4729944, 3229, 976
4729948, 3218, 967
4729952, 3219, 969
4729956, 3221, 974
4729960, 3223, 974
4729964, 3227, 976
4729968, 3218, 966
4729972, 3223, 967
4729976, 3222, 974
4729980, 3221, 975
4729984, 3223, 976
4729988, 3219, 965
4729992, 3219, 967
4729996, 3225, 974
4730000, 3225, 972
4730004, 3227, 977
4730008, 3217, 967
4730012, 3216, 970
4730016, 3222, 974
4730020, 3221, 974
4730024, 3227, 976
4730028, 3219, 967
4730032, 3219, 967
4730036, 3222, 973
4730040, 3221, 973
4730044, 3223, 975
4730048, 3222, 967
4730052, 3219, 969
4730056, 3223, 975
4730060, 3222, 971
4730064, 3225, 976
4730068, 3218, 965
4730072, 3217, 966
4730076, 3223, 972
4730080, 3220, 970
4730084, 3227, 976
4730088, 3221, 966
4730092, 3217, 966
4730096, 3222, 974
4730100, 3225, 973
4730104, 3225, 976
4730108, 3219, 966
4730112, 3222, 970
4730116, 3222, 973
4730120, 3222, 973
4730124, 3227, 974
4730128, 3221, 973
4730132, 3218, 970
4730136, 3223, 974
4730140, 3226, 969
4730144, 3223, 977
4730148, 3217, 965
4730152, 3219, 969
4730156, 3223, 973
4730160, 3222, 971
4730164, 3225, 976
4730168, 3219, 967
4730172, 3221, 968
4730176, 3223, 974
4730180, 3221, 970
4730184, 3226, 976
4730188, 3219, 966
4730192, 3220, 966
4730196, 3223, 973
4730200, 3221, 975
4730204, 3225, 976
4730208, 3227, 970
4730212, 3223, 972
4730216, 3224, 973
4730220, 3219, 973
4730224, 3226, 976
4730228, 3222, 966
4730232, 3218, 965
4730236, 3227, 971
4730240, 3229, 975
4730244, 3228, 976
4730248, 3218, 969
4730252, 3218, 962
4730256, 3226, 973
4730260, 3222, 970
4730264, 3226, 976
4730268, 3220, 970
4730272, 3219, 967
4730276, 3225, 973
4730280, 3220, 972
4730284, 3227, 976
4730288, 3218, 968
4730292, 3219, 966
4730296, 3226, 974
4730300, 3221, 973
4730304, 3223, 976
4730308, 3217, 967
4730312, 3221, 966
4730316, 3223, 974
4730320, 3223, 971
4730324, 3221, 976
4730328, 3220, 970
4730332, 3219, 966
4730336, 3223, 976
4730340, 3220, 971
4730344, 3222, 976
4730348, 3218, 971
4730352, 3221, 967
4730356, 3222, 974
4730360, 3222, 973
4730364, 3225, 975
4730368, 3221, 967
4730372, 3219, 967
4730376, 3226, 971
4730380, 3221, 973
4730384, 3223, 976
4730388, 3220, 969
4730392, 3225, 966
4730396, 3225, 973
4730400, 3225, 971
4730404, 3228, 976
4730408, 3218, 970
4730412, 3222, 969
4730416, 3222, 973
4730420, 3222, 972
4730424, 3227, 976
4730428, 3218, 970
4730432, 3219, 969
4730436, 3225, 972
4730440, 3221, 973
4730444, 3229, 975
4730448, 3220, 966
4730452, 3219, 968
4730456, 3223, 974
4730460, 3225, 972
4730464, 3226, 976
4730468, 3219, 967
4730472, 3219, 967
4730476, 3222, 974
4730480, 3221, 971
4730484, 3229, 976
4730488, 3220, 970
4730492, 3218, 966
4730496, 3226, 975
4730500, 3223, 973
4730504, 3227, 976
4730508, 3219, 969
4730512, 3219, 970
4730516, 3225, 973
4730520, 3225, 971
4730524, 3230, 976
4730528, 3221, 973
4730532, 3218, 965
4730536, 3225, 973
4730540, 3221, 969
4730544, 3223, 976
4730548, 3220, 967
4730552, 3221, 967
4730556, 3225, 974
4730560, 3221, 971
4730564, 3227, 976
4730568, 3219, 969
4730572, 3221, 969
4730576, 3227, 974
4730580, 3221, 973
4730584, 3227, 975
4730588, 3217, 970
4730592, 3220, 966
4730596, 3227, 974
4730600, 3220, 973
4730604, 3229, 976
4730608, 3221, 971
4730612, 3220, 965
4730616, 3222, 975
4730620, 3220, 970
4730624, 3223, 976
4730628, 3221, 967
4730632, 3219, 967
4730636, 3225, 973
4730640, 3223, 971
4730644, 3227, 973
4730648, 3219, 967
4730652, 3220, 971
4730656, 3224, 973
4730660, 3223, 974
4730664, 3230, 976
4730668, 3221, 971
4730672, 3219, 969
4730676, 3226, 975
4730680, 3223, 973
4730684, 3229, 976
4730688, 3221, 967
4730692, 3219, 967
4730696, 3226, 976
4730700, 3220, 972
4730704, 3229, 976
4730708, 3221, 970
4730712, 3220, 965
4730716, 3225, 975
4730720, 3225, 971
4730724, 3226, 976
4730728, 3223, 971
4730732, 3221, 969
4730736, 3225, 976
4730740, 3222, 973
4730744, 3229, 976
4730748, 3219, 971
4730752, 3221, 973
4730756, 3223, 973
4730760, 3222, 971
4730764, 3228, 975
4730768, 3219, 973
4730772, 3218, 967
4730776, 3226, 975
4730780, 3223, 972
4730784, 3223, 976
4730788, 3222, 969
4730792, 3218, 966
4730796, 3226, 975
4730800, 3222, 973
4730804, 3227, 976
4730808, 3219, 969
4730812, 3218, 967
4730816, 3223, 973
4730820, 3223, 971
4730824, 3225, 978
4730828, 3219, 967
4730832, 3221, 967
4730836, 3225, 971
4730840, 3223, 971
4730844, 3227, 976
4730848, 3222, 971
4730852, 3219, 967
4730856, 3221, 975
4730860, 3222, 973
4730864, 3227, 976
4730868, 3223, 969
4730872, 3219, 967
4730876, 3222, 973
4730880, 3227, 974
4730884, 3229, 976
4730888, 3222, 969
4730892, 3221, 969
4730896, 3223, 974
4730900, 3221, 971
4730904, 3228, 976
4730908, 3221, 971
4730912, 3219, 966
4730916, 3223, 971
4730920, 3223, 974
4730924, 3229, 976
4730928, 3219, 971
4730932, 3220, 965
4730936, 3223, 973
4730940, 3221, 967
4730944, 3227, 976
4730948, 3222, 972
4730952, 3221, 969
4730956, 3218, 974
4730960, 3222, 969
4730964, 3225, 976
4730968, 3221, 971
4730972, 3220, 967
4730976, 3228, 973
4730980, 3225, 971
4730984, 3229, 976
4730988, 3221, 970
4730992, 3220, 967
4730996, 3223, 973
4731000, 3225, 973
4731004, 3226, 976
4731008, 3220, 967
4731012, 3219, 971
4731016, 3223, 970
4731020, 3219, 972
4731024, 3227, 975
4731028, 3221, 971
4731032, 3222, 969
4731036, 3225, 973
4731040, 3223, 972
4731044, 3226, 976
4731048, 3222, 969
4731052, 3221, 969
4731056, 3221, 973
4731060, 3221, 971
4731064, 3225, 976
4731068, 3218, 969
4731072, 3218, 967
4731076, 3222, 975
4731080, 3222, 973
4731084, 3229, 978
4731088, 3221, 967
4731092, 3219, 969
4731096, 3222, 974
4731100, 3221, 970
4731104, 3227, 975
4731108, 3217, 971
4731112, 3221, 970
4731116, 3225, 975
4731120, 3226, 971
4731124, 3229, 976
4731128, 3223, 971
4731132, 3221, 967
4731136, 3222, 975
4731140, 3221, 972
4731144, 3225, 976
4731148, 3222, 969
4731152, 3220, 967
4731156, 3222, 974
4731160, 3219, 971
4731164, 3225, 976
4731168, 3217, 971
4731172, 3219, 968
4731176, 3223, 970
4731180, 3221, 972
4731184, 3229, 975
4731188, 3219, 970
4731192, 3219, 967
4731196, 3220, 975
4731200, 3221, 970
4731204, 3230, 978
4731208, 3219, 971
4731212, 3218, 967
4731216, 3221, 973
4731220, 3222, 971
4731224, 3229, 975
4731228, 3220, 970
4731232, 3217, 969
4731236, 3223, 974
4731240, 3222, 969
4731244, 3226, 975
4731248, 3216, 971
4731252, 3223, 966
4731256, 3225, 972
4731260, 3220, 971
4731264, 3227, 977
4731268, 3221, 973
4731272, 3219, 971
4731276, 3223, 973
4731280, 3225, 973
4731284, 3227, 976
4731288, 3222, 971
4731292, 3219, 967
4731296, 3225, 973
4731300, 3221, 972
4731304, 3227, 975
4731308, 3223, 973
4731312, 3216, 970
4731316, 3223, 975
4731320, 3221, 973
4731324, 3227, 977
4731328, 3222, 972
4731332, 3218, 967
4731336, 3222, 973
4731340, 3223, 975
4731344, 3225, 975
4731348, 3225, 969
4731352, 3221, 967
4731356, 3223, 974
4731360, 3225, 973
4731364, 3226, 976
4731368, 3220, 971
4731372, 3217, 967
4731376, 3221, 971
4731380, 3220, 970
4731384, 3229, 976
4731388, 3218, 975
4731392, 3217, 967
4731396, 3221, 973
4731400, 3220, 974
4731404, 3225, 977
4731408, 3222, 970
4731412, 3221, 969
4731416, 3222, 973
4731420, 3221, 974
4731424, 3227, 977
4731428, 3219, 972
4731432, 3220, 968
4731436, 3221, 971
4731440, 3219, 967
4731444, 3227, 976
4731448, 3219, 968
4731452, 3221, 969
4731456, 3222, 973
4731460, 3219, 972
4731464, 3225, 976
4731468, 3226, 971
4731472, 3218, 971
4731476, 3219, 972
4731480, 3222, 971
4731484, 3227, 976
4731488, 3223, 970
4731492, 3219, 967
4731496, 3221, 973
4731500, 3223, 971
4731504, 3226, 976
4731508, 3221, 972
4731512, 3218, 967
4731516, 3225, 975
4731520, 3221, 973
4731524, 3226, 976
4731528, 3225, 971
4731532, 3222, 967
4731536, 3222, 975
4731540, 3221, 972
4731544, 3226, 975
4731548, 3217, 969
4731552, 3219, 967
4731556, 3227, 974
4731560, 3219, 967
4731564, 3223, 975
4731568, 3219, 973
4731572, 3218, 968
4731576, 3227, 974
4731580, 3225, 970
4731584, 3225, 976
4731588, 3221, 973
4731592, 3218, 970
4731596, 3227, 972
4731600, 3222, 976
4731604, 3227, 976
4731608, 3223, 972
4731612, 3221, 970
4731616, 3223, 974
4731620, 3219, 970
4731624, 3227, 976
4731628, 3222, 976
4731632, 3221, 966
4731636, 3223, 973
4731640, 3221, 974
4731644, 3227, 976
4731648, 3219, 971
4731652, 3217, 970
4731656, 3221, 973
4731660, 3222, 971
4731664, 3226, 976
4731668, 3222, 971
4731672, 3220, 969
4731676, 3223, 969
4731680, 3223, 971
4731684, 3223, 976
4731688, 3221, 970
4731692, 3223, 969
4731696, 3224, 971
4731700, 3221, 974
4731704, 3227, 976
4731708, 3221, 973
4731712, 3223, 973
4731716, 3221, 972
4731720, 3219, 969
