time, value, value2
996, 734, 3440
1000, 733, 3443
1004, 727, 3434
1008, 727, 3435
1012, 731, 3434
1016, 733, 3439
1020, 735, 3441
1024, 729, 3433
1028, 731, 3436
1032, 730, 3434
1036, 733, 3441
1040, 737, 3440
1044, 731, 3429
1048, 731, 3434
1052, 731, 3438
1056, 733, 3440
1060, 735, 3441
1064, 730, 3427
1068, 731, 3429
1072, 731, 3437
1076, 732, 3437
1080, 738, 3447
1084, 727, 3436
1088, 729, 3435
1092, 731, 3436
1096, 733, 3440
1100, 735, 3442
1104, 725, 3430
1108, 731, 3436
1112, 734, 3440
1116, 735, 3436
1120, 737, 3442
1124, 725, 3430
1128, 731, 3435
1132, 730, 3434
1136, 733, 3437
1140, 735, 3441
1144, 726, 3427
1148, 730, 3435
1152, 730, 3437
1156, 730, 3439
1160, 738, 3441
1164, 727, 3433
1168, 729, 3437
1172, 732, 3438
1176, 733, 3440
1180, 734, 3445
1184, 726, 3431
1188, 731, 3437
1192, 731, 3437
1196, 736, 3446
1200, 741, 3442
1204, 727, 3429
1208, 731, 3437
1212, 731, 3439
1216, 734, 3440
1220, 736, 3442
1224, 727, 3431
1228, 727, 3434
1232, 733, 3439
1236, 732, 3439
1240, 737, 3446
1244, 731, 3427
1248, 729, 3430
1252, 734, 3440
1256, 733, 3437
1260, 737, 3447
1264, 731, 3435
1268, 730, 3437
1272, 731, 3435
1276, 731, 3440
1280, 737, 3445
1284, 727, 3427
1288, 732, 3430
1292, 731, 3438
1296, 733, 3437
1300, 735, 3446
1304, 726, 3431
1308, 727, 3433
1312, 732, 3435
1316, 733, 3442
1320, 734, 3443
1324, 727, 3437
1328, 730, 3435
1332, 729, 3439
1336, 734, 3440
1340, 735, 3442
1344, 730, 3435
1348, 727, 3434
1352, 733, 3436
1356, 729, 3440
1360, 734, 3443
1364, 725, 3435
1368, 729, 3435
1372, 733, 3438
1376, 731, 3440
1380, 734, 3443
1384, 726, 3434
1388, 725, 3437
1392, 731, 3438
1396, 733, 3440
1400, 735, 3447
1404, 726, 3434
1408, 727, 3431
1412, 731, 3439
1416, 731, 3440
1420, 734, 3446
1424, 728, 3434
1428, 727, 3438
1432, 731, 3440
1436, 732, 3440
1440, 734, 3446
1444, 727, 3429
1448, 729, 3434
1452, 731, 3440
1456, 733, 3440
1460, 735, 3443
1464, 731, 3437
1468, 729, 3439
1472, 731, 3433
1476, 731, 3443
1480, 735, 3443
1484, 726, 3438
1488, 730, 3439
1492, 731, 3440
1496, 732, 3440
1500, 735, 3445
1504, 727, 3434
1508, 730, 3437
1512, 730, 3439
1516, 733, 3440
1520, 735, 3446
1524, 727, 3430
1528, 731, 3436
1532, 731, 3438
1536, 733, 3440
1540, 734, 3450
1544, 727, 3434
1548, 729, 3434
1552, 731, 3438
1556, 733, 3440
1560, 734, 3447
1564, 726, 3434
1568, 727, 3438
1572, 733, 3438
1576, 731, 3442
1580, 734, 3450
1584, 726, 3435
1588, 727, 3438
1592, 727, 3439
1596, 731, 3440
1600, 734, 3450
1604, 725, 3433
1608, 733, 3430
1612, 731, 3440
1616, 732, 3440
1620, 735, 3443
1624, 727, 3434
1628, 729, 3437
1632, 733, 3439
1636, 730, 3439
1640, 732, 3453
1644, 730, 3435
1648, 730, 3440
1652, 730, 3439
1656, 731, 3440
1660, 734, 3445
1664, 727, 3435
1668, 727, 3431
1672, 728, 3440
1676, 727, 3440
1680, 734, 3441
1684, 726, 3437
1688, 730, 3440
1692, 732, 3439
1696, 734, 3438
1700, 735, 3447
1704, 730, 3439
1708, 729, 3438
1712, 731, 3440
1716, 731, 3441
1720, 735, 3446
1724, 727, 3434
1728, 727, 3438
1732, 730, 3440
1736, 734, 3439
1740, 735, 3441
1744, 729, 3434
1748, 727, 3439
1752, 733, 3439
1756, 733, 3440
1760, 734, 3447
1764, 727, 3434
1768, 727, 3435
1772, 732, 3439
1776, 732, 3440
1780, 735, 3449
1784, 727, 3435
1788, 729, 3433
1792, 734, 3439
1796, 733, 3440
1800, 728, 3443
1804, 727, 3434
1808, 727, 3434
1812, 729, 3441
1816, 733, 3440
1820, 736, 3446
1824, 727, 3435
1828, 734, 3436
1832, 732, 3440
1836, 731, 3442
1840, 735, 3447
1844, 727, 3436
1848, 727, 3437
1852, 732, 3440
1856, 730, 3439
1860, 731, 3450
1864, 731, 3434
1868, 727, 3437
1872, 731, 3440
1876, 731, 3440
1880, 735, 3449
1884, 731, 3435
1888, 730, 3435
1892, 730, 3439
1896, 731, 3438
1900, 736, 3447
1904, 730, 3433
1908, 729, 3436
1912, 733, 3440
1916, 731, 3440
1920, 735, 3444
1924, 727, 3434
1928, 727, 3440
1932, 732, 3440
1936, 731, 3440
1940, 735, 3442
1944, 728, 3437
1948, 724, 3438
1952, 731, 3439
1956, 731, 3441
1960, 735, 3442
1964, 730, 3437
1968, 731, 3434
1972, 733, 3440
1976, 733, 3439
1980, 733, 3447
1984, 729, 3436
1988, 730, 3437
1992, 731, 3440
1996, 731, 3442
2000, 735, 3450
2004, 732, 3437
2008, 726, 3437
2012, 733, 3442
2016, 730, 3440
2020, 735, 3450
2024, 731, 3434
2028, 729, 3436
2032, 733, 3442
2036, 730, 3443
2040, 737, 3446
2044, 727, 3438
2048, 729, 3436
2052, 736, 3441
2056, 731, 3441
2060, 735, 3451
2064, 727, 3434
2068, 726, 3440
2072, 733, 3440
2076, 731, 3440
2080, 735, 3440
2084, 727, 3437
2088, 727, 3436
2092, 732, 3440
2096, 730, 3440
2100, 735, 3446
2104, 727, 3438
2108, 727, 3435
2112, 733, 3440
2116, 730, 3439
2120, 735, 3446
2124, 729, 3433
2128, 730, 3437
2132, 731, 3440
2136, 727, 3441
2140, 736, 3445
2144, 729, 3436
2148, 728, 3437
2152, 734, 3442
2156, 731, 3439
2160, 734, 3447
2164, 731, 3437
2168, 727, 3436
2172, 734, 3443
2176, 731, 3439
2180, 736, 3446
2184, 727, 3438
2188, 731, 3439
2192, 731, 3443
2196, 727, 3439
2200, 733, 3443
2204, 729, 3439
2208, 729, 3439
2212, 731, 3440
2216, 729, 3440
2220, 734, 3446
2224, 730, 3434
2228, 730, 3438
2232, 731, 3441
2236, 729, 3440
2240, 735, 3451
2244, 727, 3439
2248, 728, 3435
2252, 733, 3440
2256, 733, 3440
2260, 735, 3450
2264, 727, 3436
2268, 731, 3435
2272, 734, 3441
2276, 732, 3439
2280, 734, 3450
2284, 729, 3437
2288, 727, 3438
2292, 731, 3441
2296, 732, 3440
2300, 736, 3447
2304, 729, 3437
2308, 724, 3435
2312, 734, 3440
2316, 730, 3441
2320, 733, 3446
2324, 727, 3437
2328, 728, 3433
2332, 734, 3445
2336, 733, 3442
2340, 735, 3446
2344, 730, 3441
2348, 726, 3439
2352, 734, 3442
2356, 731, 3440
2360, 735, 3447
2364, 730, 3438
2368, 729, 3435
2372, 734, 3446
2376, 731, 3439
2380, 735, 3445
2384, 731, 3438
2388, 727, 3435
2392, 733, 3440
2396, 730, 3440
2400, 736, 3449
2404, 729, 3440
2408, 729, 3439
2412, 734, 3445
2416, 731, 3439
2420, 734, 3447
2424, 727, 3440
2428, 729, 3439
2432, 733, 3440
2436, 730, 3440
2440, 735, 3447
2444, 730, 3439
2448, 727, 3434
2452, 731, 3440
2456, 733, 3440
2460, 735, 3453
2464, 731, 3439
2468, 724, 3437
2472, 734, 3441
2476, 725, 3440
2480, 735, 3444
2484, 727, 3440
2488, 726, 3436
2492, 733, 3442
2496, 733, 3440
2500, 732, 3448
2504, 730, 3436
2508, 729, 3434
2512, 733, 3440
2516, 730, 3439
2520, 739, 3450
2524, 730, 3435
2528, 730, 3435
2532, 735, 3440
2536, 733, 3440
2540, 738, 3446
2544, 732, 3433
2548, 726, 3431
2552, 731, 3440
2556, 732, 3440
2560, 735, 3443
2564, 730, 3433
2568, 727, 3433
2572, 733, 3437
2576, 733, 3437
2580, 735, 3441
2584, 730, 3438
2588, 730, 3430
2592, 732, 3438
2596, 731, 3431
2600, 737, 3441
2604, 729, 3434
2608, 727, 3430
2612, 736, 3440
2616, 732, 3435
2620, 736, 3440
2624, 733, 3430
2628, 727, 3431
2632, 736, 3437
2636, 733, 3440
2640, 735, 3443
2644, 732, 3431
2648, 731, 3429
2652, 733, 3439
2656, 731, 3435
2660, 736, 3442
2664, 732, 3429
2668, 728, 3425
2672, 736, 3439
2676, 733, 3435
2680, 735, 3445
2684, 732, 3433
2688, 730, 3426
2692, 732, 3436
2696, 731, 3427
2700, 737, 3440
2704, 733, 3434
2708, 727, 3426
2712, 735, 3431
2716, 731, 3430
2720, 736, 3440
2724, 733, 3435
2728, 729, 3427
2732, 735, 3439
2736, 733, 3431
2740, 737, 3439
2744, 733, 3425
2748, 729, 3428
2752, 735, 3437
2756, 732, 3424
2760, 735, 3443
2764, 733, 3433
2768, 730, 3424
2772, 733, 3435
2776, 734, 3438
2780, 733, 3440
2784, 731, 3430
2788, 730, 3424
2792, 733, 3439
2796, 734, 3431
2800, 735, 3439
2804, 732, 3434
2808, 729, 3426
2812, 736, 3437
2816, 731, 3428
2820, 739, 3440
2824, 734, 3429
2828, 730, 3429
2832, 734, 3435
2836, 735, 3428
2840, 736, 3433
2844, 733, 3427
2848, 729, 3422
2852, 735, 3427
2856, 734, 3427
2860, 735, 3435
2864, 731, 3426
2868, 730, 3424
2872, 735, 3431
2876, 733, 3426
2880, 737, 3435
2884, 733, 3426
2888, 730, 3426
2892, 735, 3431
2896, 732, 3428
2900, 737, 3431
2904, 731, 3423
2908, 732, 3423
2912, 729, 3425
2916, 734, 3424
2920, 738, 3433
2924, 734, 3423
2928, 733, 3422
2932, 737, 3429
2936, 734, 3421
2940, 737, 3434
2944, 735, 3423
2948, 733, 3421
2952, 733, 3428
2956, 734, 3425
2960, 736, 3434
2964, 733, 3425
2968, 730, 3422
2972, 738, 3427
2976, 730, 3425
2980, 737, 3437
2984, 734, 3424
2988, 735, 3422
2992, 737, 3431
2996, 731, 3422
3000, 736, 3431
3004, 734, 3425
3008, 733, 3419
3012, 733, 3429
3016, 734, 3424
3020, 737, 3431
3024, 737, 3421
3028, 730, 3423
3032, 734, 3424
3036, 733, 3425
3040, 734, 3437
3044, 733, 3427
3048, 734, 3424
3052, 733, 3427
3056, 732, 3426
3060, 736, 3430
3064, 734, 3423
3068, 730, 3417
3072, 737, 3428
3076, 733, 3425
3080, 738, 3438
3084, 728, 3429
3088, 731, 3421
3092, 738, 3433
3096, 735, 3427
3100, 737, 3433
3104, 736, 3427
3108, 733, 3421
3112, 734, 3431
3116, 734, 3424
3120, 735, 3437
3124, 734, 3425
3128, 731, 3417
3132, 733, 3430
3136, 731, 3425
3140, 736, 3436
3144, 734, 3425
3148, 730, 3421
3152, 735, 3427
3156, 733, 3423
3160, 736, 3435
3164, 733, 3427
3168, 732, 3422
3172, 735, 3428
3176, 733, 3422
3180, 737, 3439
3184, 735, 3427
3188, 732, 3421
3192, 734, 3427
3196, 734, 3425
3200, 736, 3434
3204, 734, 3425
3208, 731, 3423
3212, 733, 3428
3216, 731, 3424
3220, 736, 3439
3224, 734, 3429
3228, 732, 3423
3232, 734, 3430
3236, 735, 3424
3240, 738, 3438
3244, 732, 3427
3248, 733, 3422
3252, 734, 3426
3256, 732, 3427
3260, 735, 3438
3264, 735, 3430
3268, 732, 3423
3272, 733, 3430
3276, 730, 3429
3280, 738, 3433
3284, 734, 3429
3288, 730, 3422
3292, 734, 3427
3296, 731, 3429
3300, 737, 3435
3304, 735, 3430
3308, 727, 3426
3312, 734, 3432
3316, 733, 3425
3320, 737, 3437
3324, 734, 3430
3328, 732, 3420
3332, 735, 3437
3336, 732, 3430
3340, 736, 3439
3344, 735, 3428
3348, 732, 3429
3352, 733, 3435
3356, 733, 3427
3360, 738, 3437
3364, 735, 3433
3368, 729, 3423
3372, 735, 3435
3376, 731, 3429
3380, 735, 3439
3384, 735, 3431
3388, 731, 3425
3392, 733, 3433
3396, 731, 3433
3400, 734, 3437
3404, 733, 3431
3408, 731, 3424
3412, 735, 3439
3416, 732, 3429
3420, 735, 3436
3424, 733, 3437
3428, 730, 3424
3432, 733, 3434
3436, 731, 3429
3440, 737, 3440
3444, 735, 3434
3448, 731, 3429
3452, 732, 3440
3456, 733, 3435
3460, 734, 3440
3464, 735, 3438
3468, 734, 3431
3472, 733, 3437
3476, 729, 3431
3480, 735, 3440
3484, 735, 3436
3488, 731, 3427
3492, 731, 3438
3496, 733, 3429
3500, 734, 3440
3504, 735, 3437
3508, 729, 3437
3512, 735, 3442
3516, 733, 3435
3520, 736, 3441
3524, 735, 3439
3528, 730, 3431
3532, 732, 3439
3536, 732, 3440
3540, 737, 3443
3544, 733, 3438
3548, 731, 3427
3552, 733, 3440
3556, 733, 3439
3560, 735, 3441
3564, 735, 3435
3568, 727, 3431
3572, 734, 3435
3576, 730, 3440
3580, 736, 3444
3584, 734, 3441
3588, 729, 3430
3592, 733, 3437
3596, 730, 3439
3600, 735, 3440
3604, 734, 3440
3608, 728, 3433
3612, 733, 3440
3616, 734, 3438
3620, 736, 3447
3624, 733, 3440
3628, 729, 3431
3632, 735, 3441
3636, 729, 3440
3640, 737, 3442
3644, 734, 3440
3648, 731, 3434
3652, 731, 3441
3656, 731, 3437
3660, 734, 3445
3664, 733, 3446
3668, 732, 3434
3672, 732, 3440
3676, 731, 3437
3680, 735, 3445
3684, 735, 3440
3688, 730, 3435
3692, 733, 3440
3696, 731, 3437
3700, 736, 3441
3704, 734, 3440
3708, 730, 3430
3712, 734, 3440
3716, 731, 3440
3720, 734, 3447
3724, 735, 3441
3728, 729, 3431
3732, 734, 3439
3736, 730, 3438
3740, 736, 3443
3744, 736, 3443
3748, 727, 3435
3752, 735, 3440
3756, 730, 3433
3760, 735, 3454
3764, 739, 3450
3768, 730, 3438
3772, 733, 3439
3776, 731, 3435
3780, 735, 3446
3784, 734, 3439
3788, 729, 3431
3792, 732, 3440
3796, 736, 3439
3800, 736, 3445
3804, 736, 3440
3808, 731, 3435
3812, 735, 3441
3816, 732, 3435
3820, 734, 3449
3824, 736, 3447
3828, 729, 3433
3832, 733, 3436
3836, 731, 3439
3840, 734, 3443
3844, 735, 3443
3848, 730, 3435
3852, 733, 3441
3856, 729, 3439
3860, 734, 3451
3864, 737, 3441
3868, 732, 3434
3872, 733, 3439
3876, 732, 3438
3880, 735, 3451
3884, 738, 3450
3888, 729, 3440
3892, 730, 3440
3896, 729, 3439
3900, 736, 3443
3904, 736, 3443
3908, 727, 3434
3912, 732, 3444
3916, 733, 3435
3920, 736, 3447
3924, 734, 3443
3928, 729, 3435
3932, 734, 3440
3936, 733, 3438
3940, 734, 3442
3944, 735, 3443
3948, 730, 3433
3952, 734, 3440
3956, 727, 3439
3960, 737, 3451
3964, 735, 3445
3968, 729, 3435
3972, 733, 3436
3976, 733, 3439
3980, 734, 3445
3984, 734, 3447
3988, 731, 3438
3992, 733, 3441
3996, 728, 3440
4000, 732, 3442
4004, 735, 3444
4008, 732, 3438
4012, 731, 3440
4016, 729, 3440
4020, 735, 3440
4024, 737, 3447
4028, 731, 3437
4032, 735, 3440
4036, 733, 3438
4040, 735, 3445
4044, 735, 3451
4048, 733, 3433
4052, 731, 3443
4056, 730, 3435
4060, 735, 3441
4064, 737, 3446
4068, 731, 3435
4072, 732, 3441
4076, 734, 3446
4080, 733, 3449
4084, 734, 3449
4088, 727, 3435
4092, 734, 3440
4096, 730, 3440
4100, 733, 3451
4104, 733, 3446
4108, 729, 3433
4112, 731, 3440
4116, 730, 3440
4120, 735, 3442
4124, 737, 3448
4128, 734, 3439
4132, 732, 3441
4136, 732, 3440
4140, 736, 3446
4144, 737, 3452
4148, 732, 3435
4152, 731, 3440
4156, 732, 3440
4160, 735, 3445
4164, 738, 3445
4168, 727, 3438
4172, 739, 3440
4176, 725, 3440
4180, 733, 3447
4184, 733, 3450
4188, 732, 3440
4192, 735, 3442
4196, 731, 3440
4200, 734, 3443
4204, 737, 3446
4208, 730, 3435
4212, 731, 3443
4216, 731, 3439
4220, 735, 3445
4224, 736, 3451
4228, 730, 3438
4232, 733, 3441
4236, 734, 3440
4240, 734, 3441
4244, 740, 3445
4248, 730, 3439
4252, 732, 3440
4256, 732, 3435
4260, 735, 3443
4264, 738, 3447
4268, 731, 3435
4272, 731, 3440
4276, 731, 3440
4280, 735, 3445
4284, 735, 3445
4288, 732, 3439
4292, 731, 3440
4296, 730, 3435
4300, 735, 3447
4304, 735, 3446
4308, 730, 3439
4312, 732, 3440
4316, 731, 3439
4320, 734, 3447
4324, 735, 3450
4328, 726, 3434
4332, 732, 3440
4336, 728, 3439
4340, 734, 3440
4344, 735, 3446
4348, 731, 3434
4352, 733, 3440
4356, 733, 3440
4360, 736, 3441
4364, 737, 3443
4368, 731, 3439
4372, 733, 3437
4376, 732, 3438
4380, 737, 3446
4384, 738, 3443
4388, 731, 3438
4392, 733, 3440
4396, 733, 3439
4400, 733, 3447
4404, 737, 3442
4408, 731, 3438
4412, 731, 3440
4416, 733, 3440
4420, 734, 3445
4424, 737, 3449
4428, 729, 3435
4432, 735, 3440
4436, 734, 3440
4440, 735, 3444
4444, 737, 3454
4448, 734, 3437
4452, 732, 3440
4456, 734, 3439
4460, 736, 3445
4464, 737, 3451
4468, 730, 3435
4472, 734, 3440
4476, 735, 3440
4480, 733, 3442
4484, 737, 3447
4488, 734, 3439
4492, 734, 3439
4496, 731, 3437
4500, 735, 3444
4504, 737, 3447
4508, 730, 3438
4512, 732, 3440
4516, 730, 3440
4520, 736, 3445
4524, 734, 3447
4528, 732, 3437
4532, 730, 3440
4536, 729, 3440
4540, 735, 3445
4544, 737, 3453
4548, 727, 3438
4552, 731, 3440
4556, 733, 3438
4560, 735, 3443
4564, 734, 3447
4568, 731, 3437
4572, 733, 3440
4576, 734, 3440
4580, 734, 3443
4584, 737, 3449
4588, 731, 3437
4592, 734, 3439
4596, 732, 3439
4600, 736, 3446
4604, 736, 3450
4608, 727, 3439
4612, 734, 3440
4616, 732, 3438
4620, 735, 3443
4624, 737, 3451
4628, 730, 3435
4632, 732, 3440
4636, 732, 3438
4640, 737, 3445
4644, 736, 3450
4648, 733, 3434
4652, 731, 3438
4656, 733, 3440
4660, 737, 3440
4664, 737, 3449
4668, 733, 3434
4672, 734, 3440
4676, 730, 3438
4680, 735, 3440
4684, 737, 3445
4688, 733, 3438
4692, 733, 3440
4696, 735, 3437
4700, 736, 3444
4704, 737, 3447
4708, 731, 3434
4712, 733, 3438
4716, 731, 3437
4720, 736, 3446
4724, 737, 3445
4728, 731, 3435
4732, 733, 3440
4736, 733, 3439
4740, 735, 3443
4744, 735, 3449
4748, 731, 3433
4752, 733, 3440
4756, 733, 3437
4760, 735, 3440
4764, 737, 3449
4768, 733, 3430
4772, 733, 3439
4776, 731, 3434
4780, 735, 3445
4784, 736, 3446
4788, 731, 3431
4792, 733, 3437
4796, 733, 3438
4800, 738, 3440
4804, 737, 3445
4808, 729, 3436
4812, 735, 3437
4816, 733, 3434
4820, 736, 3442
4824, 738, 3444
4828, 731, 3435
4832, 731, 3438
4836, 733, 3439
4840, 735, 3443
4844, 739, 3444
4848, 729, 3435
4852, 735, 3438
4856, 731, 3434
4860, 734, 3440
4864, 738, 3443
4868, 728, 3438
4872, 735, 3437
4876, 733, 3431
4880, 735, 3439
4884, 738, 3447
4888, 733, 3437
4892, 735, 3438
4896, 734, 3437
4900, 735, 3440
4904, 739, 3445
4908, 734, 3435
4912, 734, 3433
4916, 733, 3437
4920, 736, 3440
4924, 738, 3441
4928, 733, 3435
4932, 733, 3439
4936, 733, 3433
4940, 736, 3440
4944, 736, 3442
4948, 731, 3435
4952, 733, 3437
4956, 731, 3437
4960, 736, 3445
4964, 738, 3449
4968, 732, 3437
4972, 733, 3437
4976, 735, 3438
4980, 735, 3440
4984, 737, 3445
4988, 731, 3434
4992, 730, 3439
4996, 731, 3439
5000, 734, 3441
5004, 737, 3450
5008, 730, 3435
5012, 733, 3434
5016, 734, 3439
5020, 739, 3440
5024, 737, 3449
5028, 731, 3438
5032, 733, 3440
5036, 733, 3440
5040, 735, 3440
5044, 737, 3447
5048, 733, 3437
5052, 734, 3435
5056, 733, 3440
5060, 736, 3442
5064, 739, 3447
5068, 733, 3431
5072, 734, 3440
5076, 738, 3439
5080, 736, 3440
5084, 739, 3450
5088, 728, 3431
5092, 731, 3439
5096, 734, 3440
5100, 736, 3439
5104, 737, 3450
5108, 733, 3435
5112, 734, 3439
5116, 733, 3439
5120, 736, 3441
5124, 739, 3446
5128, 727, 3435
5132, 732, 3440
5136, 733, 3436
5140, 735, 3441
5144, 738, 3447
5148, 728, 3439
5152, 732, 3438
5156, 734, 3440
5160, 736, 3443
5164, 736, 3447
5168, 733, 3438
5172, 733, 3437
5176, 731, 3440
5180, 735, 3442
5184, 739, 3449
5188, 731, 3435
5192, 732, 3440
5196, 734, 3440
5200, 735, 3441
5204, 738, 3445
5208, 733, 3433
5212, 732, 3438
5216, 733, 3441
5220, 736, 3442
5224, 739, 3446
5228, 733, 3437
5232, 733, 3437
5236, 735, 3440
5240, 734, 3447
5244, 738, 3449
5248, 733, 3438
5252, 731, 3439
5256, 732, 3441
5260, 736, 3447
5264, 741, 3447
5268, 732, 3440
5272, 733, 3440
5276, 731, 3440
5280, 733, 3443
5284, 737, 3447
5288, 731, 3435
5292, 733, 3440
5296, 734, 3439
5300, 737, 3446
5304, 738, 3450
5308, 729, 3440
5312, 733, 3440
5316, 733, 3439
5320, 736, 3440
5324, 737, 3440
5328, 734, 3435
5332, 733, 3437
5336, 730, 3435
5340, 736, 3440
5344, 737, 3442
5348, 732, 3437
5352, 733, 3434
5356, 734, 3439
5360, 736, 3438
5364, 738, 3440
5368, 733, 3437
5372, 734, 3438
5376, 734, 3434
5380, 735, 3440
5384, 737, 3442
5388, 733, 3435
5392, 735, 3440
5396, 735, 3437
5400, 734, 3440
5404, 739, 3442
5408, 731, 3430
5412, 733, 3436
5416, 737, 3439
5420, 730, 3440
5424, 738, 3447
5428, 730, 3437
5432, 733, 3435
5436, 734, 3440
5440, 734, 3439
5444, 738, 3442
5448, 735, 3437
5452, 733, 3434
5456, 735, 3440
5460, 734, 3440
5464, 738, 3447
5468, 731, 3436
5472, 732, 3435
5476, 734, 3439
5480, 733, 3440
5484, 737, 3446
5488, 732, 3435
5492, 733, 3435
5496, 735, 3439
5500, 733, 3443
5504, 738, 3451
5508, 733, 3439
5512, 733, 3438
5516, 737, 3439
5520, 735, 3440
5524, 736, 3449
5528, 733, 3435
5532, 731, 3438
5536, 732, 3438
5540, 736, 3440
5544, 739, 3441
5548, 734, 3437
5552, 733, 3438
5556, 731, 3440
5560, 734, 3441
5564, 738, 3446
5568, 730, 3436
5572, 733, 3435
5576, 735, 3441
5580, 735, 3440
5584, 737, 3445
5588, 731, 3431
5592, 734, 3438
5596, 735, 3438
5600, 737, 3442
5604, 741, 3446
5608, 734, 3430
5612, 731, 3433
5616, 733, 3440
5620, 735, 3440
5624, 741, 3447
5628, 732, 3431
5632, 733, 3440
5636, 735, 3440
5640, 734, 3444
5644, 738, 3449
5648, 733, 3440
5652, 732, 3437
5656, 735, 3441
5660, 734, 3442
5664, 737, 3451
5668, 732, 3440
5672, 731, 3435
5676, 739, 3439
5680, 735, 3440
5684, 739, 3446
5688, 733, 3438
5692, 733, 3435
5696, 734, 3441
5700, 736, 3440
5704, 741, 3450
5708, 733, 3435
