time, value, value2
3247652, 3216, 951
3247656, 3216, 953
3247660, 3217, 954
3247664, 3220, 956
3247668, 3221, 961
3247672, 3216, 949
3247676, 3216, 954
3247680, 3218, 955
3247684, 3217, 955
3247688, 3221, 959
3247692, 3216, 951
3247696, 3216, 949
3247700, 3218, 954
3247704, 3219, 958
3247708, 3223, 960
3247712, 3216, 951
3247716, 3215, 951
3247720, 3219, 955
3247724, 3217, 959
3247728, 3217, 959
3247732, 3216, 949
3247736, 3216, 950
3247740, 3216, 953
3247744, 3221, 960
3247748, 3221, 960
3247752, 3216, 953
3247756, 3216, 954
3247760, 3216, 953
3247764, 3221, 958
3247768, 3222, 960
3247772, 3216, 949
3247776, 3216, 952
3247780, 3216, 951
3247784, 3218, 959
3247788, 3221, 961
3247792, 3216, 951
3247796, 3216, 950
3247800, 3216, 955
3247804, 3219, 957
3247808, 3220, 960
3247812, 3216, 951
3247816, 3217, 954
3247820, 3216, 954
3247824, 3220, 958
3247828, 3228, 961
3247832, 3216, 950
3247836, 3218, 954
3247840, 3218, 953
3247844, 3219, 959
3247848, 3221, 960
3247852, 3218, 953
3247856, 3216, 951
3247860, 3218, 954
3247864, 3221, 959
3247868, 3219, 961
3247872, 3216, 954
3247876, 3217, 951
3247880, 3216, 955
3247884, 3218, 955
3247888, 3221, 960
3247892, 3216, 949
3247896, 3216, 956
3247900, 3217, 954
3247904, 3221, 955
3247908, 3221, 959
3247912, 3215, 953
3247916, 3216, 949
3247920, 3216, 954
3247924, 3217, 957
3247928, 3219, 960
3247932, 3216, 949
3247936, 3212, 955
3247940, 3217, 951
3247944, 3217, 959
3247948, 3222, 960
3247952, 3217, 950
3247956, 3216, 954
3247960, 3216, 954
3247964, 3216, 958
3247968, 3222, 960
3247972, 3216, 956
3247976, 3217, 951
3247980, 3216, 956
3247984, 3218, 957
3247988, 3226, 963
3247992, 3216, 953
3247996, 3217, 951
3248000, 3216, 951
3248004, 3220, 958
3248008, 3221, 960
3248012, 3216, 949
3248016, 3216, 954
3248020, 3217, 954
3248024, 3221, 959
3248028, 3220, 960
3248032, 3216, 950
3248036, 3216, 955
3248040, 3218, 954
3248044, 3221, 958
3248048, 3220, 965
3248052, 3216, 951
3248056, 3217, 954
3248060, 3218, 955
3248064, 3221, 958
3248068, 3221, 965
3248072, 3216, 947
3248076, 3217, 951
3248080, 3217, 955
3248084, 3219, 959
3248088, 3222, 960
3248092, 3216, 948
3248096, 3217, 953
3248100, 3217, 957
3248104, 3219, 959
3248108, 3221, 960
3248112, 3216, 951
3248116, 3219, 954
3248120, 3217, 957
3248124, 3221, 957
3248128, 3222, 960
3248132, 3216, 949
3248136, 3218, 954
3248140, 3217, 953
3248144, 3221, 957
3248148, 3223, 960
3248152, 3216, 951
3248156, 3217, 954
3248160, 3217, 954
3248164, 3219, 959
3248168, 3221, 960
3248172, 3219, 953
3248176, 3216, 951
3248180, 3217, 957
3248184, 3222, 957
3248188, 3219, 959
3248192, 3216, 949
3248196, 3217, 952
3248200, 3217, 954
3248204, 3218, 953
3248208, 3222, 960
3248212, 3216, 946
3248216, 3217, 954
3248220, 3216, 951
3248224, 3219, 958
3248228, 3222, 961
3248232, 3216, 950
3248236, 3216, 955
3248240, 3218, 954
3248244, 3219, 957
3248248, 3221, 961
3248252, 3216, 950
3248256, 3216, 953
3248260, 3216, 950
3248264, 3219, 958
3248268, 3220, 960
3248272, 3213, 951
3248276, 3217, 951
3248280, 3216, 953
3248284, 3217, 958
3248288, 3224, 960
3248292, 3216, 950
3248296, 3216, 957
3248300, 3219, 953
3248304, 3218, 959
3248308, 3220, 960
3248312, 3215, 951
3248316, 3216, 954
3248320, 3215, 954
3248324, 3222, 957
3248328, 3223, 960
3248332, 3216, 948
3248336, 3217, 957
3248340, 3216, 958
3248344, 3218, 959
3248348, 3220, 962
3248352, 3216, 953
3248356, 3216, 953
3248360, 3216, 955
3248364, 3223, 959
3248368, 3221, 959
3248372, 3216, 948
3248376, 3216, 954
3248380, 3218, 951
3248384, 3216, 958
3248388, 3219, 960
3248392, 3216, 951
3248396, 3217, 954
3248400, 3216, 955
3248404, 3216, 959
3248408, 3218, 961
3248412, 3216, 949
3248416, 3216, 951
3248420, 3216, 953
3248424, 3219, 958
3248428, 3222, 960
3248432, 3216, 950
3248436, 3216, 955
3248440, 3217, 953
3248444, 3219, 959
3248448, 3223, 960
3248452, 3216, 951
3248456, 3216, 956
3248460, 3216, 954
3248464, 3221, 960
3248468, 3224, 960
3248472, 3216, 948
3248476, 3216, 954
3248480, 3216, 953
3248484, 3219, 958
3248488, 3222, 957
3248492, 3216, 949
3248496, 3216, 954
3248500, 3216, 951
3248504, 3220, 957
3248508, 3221, 961
3248512, 3216, 949
3248516, 3221, 951
3248520, 3218, 951
3248524, 3219, 959
3248528, 3222, 961
3248532, 3213, 952
3248536, 3216, 955
3248540, 3216, 951
3248544, 3216, 960
3248548, 3222, 960
3248552, 3216, 951
3248556, 3221, 953
3248560, 3215, 954
3248564, 3218, 956
3248568, 3221, 960
3248572, 3217, 951
3248576, 3218, 955
3248580, 3218, 949
3248584, 3218, 957
3248588, 3221, 961
3248592, 3216, 954
3248596, 3223, 954
3248600, 3216, 953
3248604, 3219, 958
3248608, 3223, 961
3248612, 3216, 951
3248616, 3216, 954
3248620, 3216, 952
3248624, 3221, 959
3248628, 3223, 959
3248632, 3216, 950
3248636, 3216, 953
3248640, 3216, 953
3248644, 3217, 959
3248648, 3222, 959
3248652, 3217, 951
3248656, 3216, 955
3248660, 3219, 954
3248664, 3222, 959
3248668, 3221, 961
3248672, 3216, 951
3248676, 3217, 954
3248680, 3215, 954
3248684, 3221, 959
3248688, 3222, 960
3248692, 3216, 952
3248696, 3216, 957
3248700, 3216, 951
3248704, 3220, 960
3248708, 3219, 960
3248712, 3216, 951
3248716, 3218, 957
3248720, 3216, 951
3248724, 3221, 957
3248728, 3221, 960
3248732, 3216, 949
3248736, 3216, 954
3248740, 3217, 951
3248744, 3221, 960
3248748, 3221, 960
3248752, 3216, 950
3248756, 3217, 953
3248760, 3217, 951
3248764, 3219, 959
3248768, 3221, 960
3248772, 3216, 951
3248776, 3218, 955
3248780, 3216, 953
3248784, 3221, 959
3248788, 3221, 957
3248792, 3216, 947
3248796, 3217, 955
3248800, 3219, 949
3248804, 3217, 959
3248808, 3222, 959
3248812, 3215, 951
3248816, 3217, 959
3248820, 3218, 953
3248824, 3222, 960
3248828, 3223, 959
3248832, 3217, 950
3248836, 3220, 955
3248840, 3216, 954
3248844, 3219, 958
3248848, 3226, 960
3248852, 3216, 951
3248856, 3217, 957
3248860, 3219, 954
3248864, 3217, 959
3248868, 3219, 958
3248872, 3216, 951
3248876, 3218, 957
3248880, 3215, 949
3248884, 3221, 959
3248888, 3222, 959
3248892, 3216, 951
3248896, 3217, 954
3248900, 3219, 951
3248904, 3219, 958
3248908, 3221, 958
3248912, 3218, 950
3248916, 3218, 955
3248920, 3217, 954
3248924, 3219, 958
3248928, 3219, 958
3248932, 3216, 951
3248936, 3216, 954
3248940, 3216, 952
3248944, 3216, 959
3248948, 3219, 960
3248952, 3215, 951
3248956, 3218, 955
3248960, 3216, 951
3248964, 3221, 958
3248968, 3220, 957
3248972, 3216, 952
3248976, 3216, 955
3248980, 3217, 951
3248984, 3217, 960
3248988, 3221, 959
3248992, 3216, 949
3248996, 3217, 956
3249000, 3216, 954
3249004, 3221, 959
3249008, 3219, 959
3249012, 3216, 949
3249016, 3216, 951
3249020, 3216, 953
3249024, 3226, 957
3249028, 3223, 959
3249032, 3216, 955
3249036, 3219, 954
3249040, 3216, 952
3249044, 3217, 959
3249048, 3216, 957
3249052, 3215, 951
3249056, 3219, 953
3249060, 3216, 953
3249064, 3223, 959
3249068, 3223, 959
3249072, 3216, 951
3249076, 3219, 954
3249080, 3218, 949
3249084, 3218, 959
3249088, 3222, 958
3249092, 3216, 949
3249096, 3217, 954
3249100, 3216, 953
3249104, 3219, 958
3249108, 3220, 959
3249112, 3216, 952
3249116, 3221, 955
3249120, 3217, 953
3249124, 3220, 959
3249128, 3223, 960
3249132, 3216, 950
3249136, 3216, 953
3249140, 3217, 953
3249144, 3221, 960
3249148, 3217, 959
3249152, 3216, 953
3249156, 3219, 955
3249160, 3217, 953
3249164, 3216, 960
3249168, 3221, 958
3249172, 3216, 951
3249176, 3217, 957
3249180, 3216, 952
3249184, 3216, 959
3249188, 3221, 959
3249192, 3209, 951
3249196, 3217, 954
3249200, 3217, 953
3249204, 3217, 957
3249208, 3219, 959
3249212, 3214, 949
3249216, 3218, 958
3249220, 3215, 951
3249224, 3221, 959
3249228, 3219, 959
3249232, 3217, 950
3249236, 3229, 955
3249240, 3218, 953
3249244, 3219, 960
3249248, 3218, 957
3249252, 3216, 949
3249256, 3219, 958
3249260, 3217, 955
3249264, 3223, 959
3249268, 3218, 957
3249272, 3216, 951
3249276, 3218, 955
3249280, 3216, 953
3249284, 3226, 959
3249288, 3221, 956
3249292, 3216, 951
3249296, 3223, 957
3249300, 3217, 951
3249304, 3223, 959
3249308, 3217, 960
3249312, 3216, 953
3249316, 3216, 955
3249320, 3218, 951
3249324, 3220, 960
3249328, 3217, 957
3249332, 3216, 954
3249336, 3217, 955
3249340, 3216, 954
3249344, 3217, 960
3249348, 3217, 957
3249352, 3216, 951
3249356, 3217, 955
3249360, 3216, 951
3249364, 3219, 960
3249368, 3217, 957
3249372, 3216, 951
3249376, 3216, 958
3249380, 3216, 954
3249384, 3219, 960
3249388, 3219, 957
3249392, 3215, 948
3249396, 3216, 956
3249400, 3216, 954
3249404, 3220, 960
3249408, 3216, 955
3249412, 3216, 954
3249416, 3216, 956
3249420, 3217, 955
3249424, 3222, 959
3249428, 3218, 958
3249432, 3211, 949
3249436, 3217, 955
3249440, 3217, 951
3249444, 3219, 961
3249448, 3218, 954
3249452, 3216, 950
3249456, 3216, 956
3249460, 3216, 955
3249464, 3220, 959
3249468, 3219, 958
3249472, 3216, 951
3249476, 3219, 957
3249480, 3218, 953
3249484, 3223, 958
3249488, 3220, 957
3249492, 3217, 951
3249496, 3219, 959
3249500, 3217, 953
3249504, 3220, 960
3249508, 3218, 955
3249512, 3216, 951
3249516, 3218, 958
3249520, 3215, 951
3249524, 3222, 958
3249528, 3219, 965
3249532, 3216, 956
3249536, 3218, 955
3249540, 3216, 954
3249544, 3221, 960
3249548, 3218, 955
3249552, 3217, 954
3249556, 3217, 954
3249560, 3216, 954
3249564, 3222, 959
3249568, 3218, 953
3249572, 3216, 950
3249576, 3218, 957
3249580, 3216, 953
3249584, 3220, 955
3249588, 3219, 958
3249592, 3216, 951
3249596, 3216, 955
3249600, 3216, 952
3249604, 3221, 960
3249608, 3218, 954
3249612, 3216, 951
3249616, 3216, 957
3249620, 3217, 954
3249624, 3216, 959
3249628, 3217, 955
3249632, 3216, 951
3249636, 3216, 953
3249640, 3217, 951
3249644, 3220, 959
3249648, 3217, 955
3249652, 3216, 951
3249656, 3217, 959
3249660, 3216, 951
3249664, 3221, 959
3249668, 3217, 957
3249672, 3215, 954
3249676, 3218, 957
3249680, 3216, 955
3249684, 3218, 960
3249688, 3216, 956
3249692, 3217, 951
3249696, 3218, 953
3249700, 3216, 954
3249704, 3221, 959
3249708, 3217, 954
3249712, 3216, 954
3249716, 3218, 955
3249720, 3216, 954
3249724, 3219, 960
3249728, 3216, 957
3249732, 3216, 949
3249736, 3217, 957
3249740, 3216, 954
3249744, 3225, 960
3249748, 3216, 955
3249752, 3216, 953
3249756, 3220, 955
3249760, 3216, 956
3249764, 3217, 961
3249768, 3216, 955
3249772, 3216, 951
3249776, 3222, 955
3249780, 3217, 955
3249784, 3219, 959
3249788, 3216, 955
3249792, 3217, 951
3249796, 3216, 957
3249800, 3217, 955
3249804, 3219, 960
3249808, 3216, 959
3249812, 3216, 951
3249816, 3216, 956
3249820, 3218, 954
3249824, 3225, 959
3249828, 3216, 956
3249832, 3216, 950
3249836, 3217, 958
3249840, 3217, 953
3249844, 3219, 962
3249848, 3219, 953
3249852, 3216, 950
3249856, 3218, 955
3249860, 3216, 951
3249864, 3222, 959
3249868, 3217, 951
3249872, 3216, 951
3249876, 3217, 959
3249880, 3217, 954
3249884, 3221, 960
3249888, 3218, 949
3249892, 3216, 950
3249896, 3219, 958
3249900, 3216, 955
3249904, 3223, 961
3249908, 3218, 953
3249912, 3216, 953
3249916, 3220, 955
3249920, 3216, 953
3249924, 3219, 960
3249928, 3217, 954
3249932, 3217, 951
3249936, 3218, 953
3249940, 3216, 955
3249944, 3221, 962
3249948, 3217, 955
3249952, 3216, 948
3249956, 3216, 954
3249960, 3216, 955
3249964, 3219, 959
3249968, 3217, 951
3249972, 3216, 953
3249976, 3220, 958
3249980, 3216, 955
3249984, 3221, 958
3249988, 3216, 951
3249992, 3216, 951
3249996, 3218, 959
3250000, 3217, 955
3250004, 3219, 960
3250008, 3218, 953
3250012, 3216, 950
3250016, 3221, 959
3250020, 3219, 957
3250024, 3221, 960
3250028, 3217, 953
3250032, 3216, 950
3250036, 3217, 958
3250040, 3217, 954
3250044, 3220, 962
3250048, 3216, 946
3250052, 3215, 951
3250056, 3219, 957
3250060, 3215, 954
3250064, 3223, 961
3250068, 3216, 955
3250072, 3216, 953
3250076, 3217, 956
3250080, 3216, 956
3250084, 3222, 960
3250088, 3216, 951
3250092, 3216, 957
3250096, 3217, 957
3250100, 3218, 955
3250104, 3225, 960
3250108, 3216, 954
3250112, 3216, 949
3250116, 3219, 957
3250120, 3219, 955
3250124, 3221, 959
3250128, 3217, 951
3250132, 3216, 951
3250136, 3217, 955
3250140, 3218, 955
3250144, 3221, 960
3250148, 3216, 950
3250152, 3216, 947
3250156, 3218, 955
3250160, 3216, 957
3250164, 3222, 959
3250168, 3217, 955
3250172, 3216, 955
3250176, 3220, 960
3250180, 3217, 955
3250184, 3219, 959
3250188, 3216, 951
3250192, 3216, 949
3250196, 3216, 955
3250200, 3218, 955
3250204, 3221, 961
3250208, 3216, 951
3250212, 3216, 951
3250216, 3222, 957
3250220, 3217, 955
3250224, 3221, 961
3250228, 3216, 951
3250232, 3216, 951
3250236, 3217, 957
3250240, 3218, 957
3250244, 3219, 960
3250248, 3216, 951
3250252, 3217, 951
3250256, 3219, 958
3250260, 3219, 954
3250264, 3218, 961
3250268, 3216, 950
3250272, 3216, 951
3250276, 3219, 958
3250280, 3219, 954
3250284, 3221, 960
3250288, 3216, 955
3250292, 3216, 951
3250296, 3220, 958
3250300, 3218, 957
3250304, 3219, 960
3250308, 3217, 950
3250312, 3217, 951
3250316, 3219, 959
3250320, 3217, 958
3250324, 3222, 960
3250328, 3217, 951
3250332, 3217, 949
3250336, 3218, 957
3250340, 3220, 957
3250344, 3226, 960
3250348, 3216, 954
3250352, 3217, 949
3250356, 3219, 959
3250360, 3216, 957
3250364, 3225, 960
3250368, 3221, 953
3250372, 3216, 951
3250376, 3221, 957
3250380, 3219, 957
3250384, 3222, 960
3250388, 3216, 953
3250392, 3218, 952
3250396, 3218, 958
3250400, 3218, 957
3250404, 3223, 960
3250408, 3217, 951
3250412, 3216, 949
3250416, 3220, 958
3250420, 3216, 957
3250424, 3221, 960
3250428, 3217, 951
3250432, 3216, 951
3250436, 3218, 956
3250440, 3216, 957
3250444, 3220, 958
3250448, 3216, 949
3250452, 3221, 953
3250456, 3216, 957
3250460, 3219, 955
3250464, 3226, 961
3250468, 3216, 951
3250472, 3217, 951
3250476, 3221, 957
3250480, 3219, 955
3250484, 3218, 958
3250488, 3219, 953
3250492, 3216, 951
3250496, 3216, 957
3250500, 3219, 957
3250504, 3223, 960
3250508, 3216, 951
3250512, 3217, 951
3250516, 3219, 958
3250520, 3218, 957
3250524, 3224, 959
3250528, 3216, 951
3250532, 3217, 949
3250536, 3217, 957
3250540, 3219, 957
3250544, 3222, 961
3250548, 3217, 951
3250552, 3216, 954
3250556, 3225, 957
3250560, 3222, 955
3250564, 3221, 961
3250568, 3217, 949
3250572, 3216, 953
3250576, 3218, 955
3250580, 3218, 957
3250584, 3225, 961
3250588, 3216, 953
3250592, 3217, 951
3250596, 3221, 957
3250600, 3221, 954
3250604, 3224, 960
3250608, 3216, 951
3250612, 3216, 951
3250616, 3219, 955
3250620, 3216, 957
3250624, 3218, 960
3250628, 3217, 953
3250632, 3216, 951
3250636, 3218, 958
3250640, 3218, 955
3250644, 3222, 960
3250648, 3217, 953
3250652, 3215, 952
3250656, 3218, 961
3250660, 3219, 958
3250664, 3221, 960
3250668, 3216, 950
3250672, 3216, 953
3250676, 3217, 955
3250680, 3216, 956
3250684, 3222, 960
3250688, 3216, 952
3250692, 3216, 955
3250696, 3222, 956
3250700, 3221, 959
3250704, 3219, 960
3250708, 3216, 952
3250712, 3217, 953
3250716, 3218, 958
3250720, 3218, 960
3250724, 3219, 963
3250728, 3216, 953
3250732, 3215, 953
3250736, 3219, 955
3250740, 3218, 957
3250744, 3223, 962
3250748, 3216, 951
3250752, 3217, 953
3250756, 3217, 953
3250760, 3221, 959
3250764, 3222, 960
3250768, 3215, 951
3250772, 3217, 955
3250776, 3217, 957
3250780, 3219, 957
3250784, 3223, 963
3250788, 3217, 954
3250792, 3216, 954
3250796, 3221, 957
3250800, 3223, 957
3250804, 3222, 960
3250808, 3216, 951
3250812, 3216, 953
3250816, 3218, 955
3250820, 3221, 958
3250824, 3222, 960
3250828, 3216, 954
3250832, 3217, 953
3250836, 3223, 955
3250840, 3222, 958
3250844, 3226, 960
3250848, 3217, 951
3250852, 3217, 955
3250856, 3219, 955
